,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
46,,,,,,VH,negativ,22249,CATMA_B4514E3A-8BF3-4160-AFCF-C53EC601059A,134,Emotionen des Leids,negativ,21530,Mitleid,"Wie offt saß ich bethränt so bald mein Schwäher klagte /
Vnd sein abtrünnig Blutt vor Gottes Recht außtagte!
Wenn er die greisen Har von seinem Schädel riß

Vnd Seufftzer / Fluch vnd Weh auff seinen Sohn außstiß
Wenn er das Licht verflucht das Constantin beschauet
Der mehr auff Persens Hoff denn Gottes Bund getrauet
Wenn er das letzte Kind mein werthes Ehgemahl
Als Balsam herber Wund' als Trost erhitzter Qual
Mit nassen Wangen küst'. Ach! diß ist nicht zu setzen /
Bey diser Plagen Heer die mein Gemütt verletzen!
Diß war ein Donnerschlag der durch die Seele ging /
Vnd mein getroffen Hertz mit lichter Glut vmbfing;
Als ich mein zartes Kind dem Abas schicken muste
Das wenig oder nichts von Gott vnd Eltern wuste.
","['Wie', 'offt', 'saß', 'ich', 'bethränt', 'so', 'bald', 'mein', 'Schwäher', 'klagte', '/', 'Vnd', 'sein', 'abtrünnig', 'Blutt', 'vor', 'Gottes', 'Recht', 'außtagte', '!', 'Wenn', 'er', 'die', 'greisen', 'Har', 'von', 'seinem', 'Schädel', 'riß', 'Vnd', 'Seufftzer', '/', 'Fluch', 'vnd', 'Weh', 'auff', 'seinen', 'Sohn', 'außstiß', 'Wenn', 'er', 'das', 'Licht', 'verflucht', 'das', 'Constantin', 'beschauet', 'Der', 'mehr', 'auff', 'Persens', 'Hoff', 'denn', 'Gottes', 'Bund', 'getrauet', 'Wenn', 'er', 'das', 'letzte', 'Kind', 'mein', 'werthes', 'Ehgemahl', 'Als', 'Balsam', 'herber', 'Wund', ""'"", 'als', 'Trost', 'erhitzter', 'Qual', 'Mit', 'nassen', 'Wangen', 'küst', ""'"", '.', 'Ach', '!', 'diß', 'ist', 'nicht', 'zu', 'setzen', '/', 'Bey', 'diser', 'Plagen', 'Heer', 'die', 'mein', 'Gemütt', 'verletzen', '!', 'Diß', 'war', 'ein', 'Donnerschlag', 'der', 'durch', 'die', 'Seele', 'ging', '/', 'Vnd', 'mein', 'getroffen', 'Hertz', 'mit', 'lichter', 'Glut', 'vmbfing', ';', 'Als', 'ich', 'mein', 'zartes', 'Kind', 'dem', 'Abas', 'schicken', 'muste', 'Das', 'wenig', 'oder', 'nichts', 'von', 'Gott', 'vnd', 'Eltern', 'wuste', '.']",
47,,,,,,VH,negativ,23469,CATMA_E04BC6EA-D7C7-4F2E-AAB0-1CC7D5CECC9D,30,Emotionen der Angst,negativ,23325,Verzweiflung,"Erlöser! Ach wie lang zih ich in disem Joch.
Wie fern von meinem Hoff! vnd weggeraubter Crone!
Vnd vmbgekehrten Reich! vnd dem verjagten Sohne!
","['Erlöser', '!', 'Ach', 'wie', 'lang', 'zih', 'ich', 'in', 'disem', 'Joch', '.', 'Wie', 'fern', 'von', 'meinem', 'Hoff', '!', 'vnd', 'weggeraubter', 'Crone', '!', 'Vnd', 'vmbgekehrten', 'Reich', '!', 'vnd', 'dem', 'verjagten', 'Sohne', '!']",
48,catharina,,,,,VH,negativ,23569,CATMA_53F66162-2630-49AF-9904-B76CA44FAC2E,19,Emotionen des Leids,negativ,23469,Mitleid,"Mein Kind! mein Tamaras! hat dich der Persen Schwerdt
Hat dich der grimme Brand Armeniens verzehrt!
","['Mein', 'Kind', '!', 'mein', 'Tamaras', '!', 'hat', 'dich', 'der', 'Persen', 'Schwerdt', 'Hat', 'dich', 'der', 'grimme', 'Brand', 'Armeniens', 'verzehrt', '!']",
49,,,,,,VH,negativ,23823,CATMA_DDB286E2-8B9D-48DA-BE13-E1D91D8F72FC,52,Emotionen des Leids,negativ,23569,Leid,"Ist noch von Gurgistan ein Steinhauff vberblieben!
Ist wer den Abas nicht ins Elend hat vertrieben!
Ist jemand auff der Welt der meine Noth beklag!
Der / ob ich lebend sey / ob ich verschiden / frag!
Ich weiß es selber nicht. Mein Leben ist beschlossen;
","['Ist', 'noch', 'von', 'Gurgistan', 'ein', 'Steinhauff', 'vberblieben', '!', 'Ist', 'wer', 'den', 'Abas', 'nicht', 'ins', 'Elend', 'hat', 'vertrieben', '!', 'Ist', 'jemand', 'auff', 'der', 'Welt', 'der', 'meine', 'Noth', 'beklag', '!', 'Der', '/', 'ob', 'ich', 'lebend', 'sey', '/', 'ob', 'ich', 'verschiden', '/', 'frag', '!', 'Ich', 'weiß', 'es', 'selber', 'nicht', '.', 'Mein', 'Leben', 'ist', 'beschlossen', ';']",
50,,,,,,VH,negativ,23998,CATMA_FAB2E7C3-85E1-4554-BB30-F8223EB5CB18,35,Emotionen der Angst,negativ,23823,Angst,"Doch schnaub ich in der Angst. Mein Blut ist nicht vergossen;
Doch bin ich mehr denn Tod / die Erde deckt mich nicht;
Doch schleust deß Kerckers Nacht mein trübes Angesicht.

","['Doch', 'schnaub', 'ich', 'in', 'der', 'Angst', '.', 'Mein', 'Blut', 'ist', 'nicht', 'vergossen', ';', 'Doch', 'bin', 'ich', 'mehr', 'denn', 'Tod', '/', 'die', 'Erde', 'deckt', 'mich', 'nicht', ';', 'Doch', 'schleust', 'deß', 'Kerckers', 'Nacht', 'mein', 'trübes', 'Angesicht', '.']",
51,,,,,,VH,negativ,25218,CATMA_03392535-B7B6-43D4-831E-E95E0BB3F913,62,Emotionen des Leids,negativ,24892,Leid,"Nichts bleibt vns in der Faust als die nichts werthen Aeste /
Die Stachel / dises Creutz / die Angst / die Seelen Peste /
Die kummervolle Sorg' vnd überhäufftes Leid /
Vnd das Gedächtnüß nur verschwundner Libligkeit.
So / wie die Rose ligt / must auch mein Zepter brechen /
Die Dornen fühl ich noch die vnauffhörlich stechen.
","['Nichts', 'bleibt', 'vns', 'in', 'der', 'Faust', 'als', 'die', 'nichts', 'werthen', 'Aeste', '/', 'Die', 'Stachel', '/', 'dises', 'Creutz', '/', 'die', 'Angst', '/', 'die', 'Seelen', 'Peste', '/', 'Die', 'kummervolle', 'Sorg', ""'"", 'vnd', 'überhäufftes', 'Leid', '/', 'Vnd', 'das', 'Gedächtnüß', 'nur', 'verschwundner', 'Libligkeit', '.', 'So', '/', 'wie', 'die', 'Rose', 'ligt', '/', 'must', 'auch', 'mein', 'Zepter', 'brechen', '/', 'Die', 'Dornen', 'fühl', 'ich', 'noch', 'die', 'vnauffhörlich', 'stechen', '.']",
52,,,,,,VH,positiv,25438,CATMA_07D36A15-BBC1-4FAF-A6CC-A34B750A3229,38,Emotionen der Freude,positiv,25228,Freude,"Doch / wie wenn jtzt der Grimm der Winter sich gelegt /
Der harte Dornenstrauch erneute Rosen trägt;
So wird / wenn nun der Sturm deß Jammers wird verschwinden
Auch jhre Majestet gewündtscht' erquickung finden.","['Doch', '/', 'wie', 'wenn', 'jtzt', 'der', 'Grimm', 'der', 'Winter', 'sich', 'gelegt', '/', 'Der', 'harte', 'Dornenstrauch', 'erneute', 'Rosen', 'trägt', ';', 'So', 'wird', '/', 'wenn', 'nun', 'der', 'Sturm', 'deß', 'Jammers', 'wird', 'verschwinden', 'Auch', 'jhre', 'Majestet', 'gewündtscht', ""'"", 'erquickung', 'finden', '.']",
53,catharina,,,,,VH,negativ,26069,CATMA_9B0E5017-74A6-4B86-B2AA-581F0D941301,4,Emotionen der Angst,negativ,26045,Angst,Diß mein geängstet Haupt,"['Diß', 'mein', 'geängstet', 'Haupt']",
54,,,,,,VH,negativ,26465,CATMA_8872E153-28AC-43D4-B92D-3788C8305A72,7,Emotionen des Leids,negativ,26414,Mitleid,"Vil suchten mir vmbsonst mitleidend beyzuspringen;
","['Vil', 'suchten', 'mir', 'vmbsonst', 'mitleidend', 'beyzuspringen', ';']",
55,,,,,,VH,positiv,26826,CATMA_0E44A811-3458-474E-A2C1-3E2F13A3D600,37,Emotionen der Freude,positiv,26648,Freude,"Doch als die Furcht vergangen:
Fand ich mich Salome! O mit was Lust! vmbfangen.
Weit schöner als wenn ich in höchster Zirat ging /
Weit höher als da ich Gurgistans Cron empfing.
","['Doch', 'als', 'die', 'Furcht', 'vergangen', ':', 'Fand', 'ich', 'mich', 'Salome', '!', 'O', 'mit', 'was', 'Lust', '!', 'vmbfangen', '.', 'Weit', 'schöner', 'als', 'wenn', 'ich', 'in', 'höchster', 'Zirat', 'ging', '/', 'Weit', 'höher', 'als', 'da', 'ich', 'Gurgistans', 'Cron', 'empfing', '.']",
56,catharina,,,,,VH,positiv,27634,CATMA_4501C7B7-527A-4657-8191-ECA3A68F980A,3,Emotionen der Freude,positiv,27620,Freude,"Mein Tamaras!
","['Mein', 'Tamaras', '!']",
57,salome,,,,,VH,negativ,27724,CATMA_5AE24CBF-0CC9-4525-B22E-D7B3E9DBE7CC,18,Emotionen der Angst,negativ,27643,Angst,"O GOtt! sie kan vor Lust nichts sprechen!
Sie zittert! sie bestirbt! Princessin!
","['O', 'GOtt', '!', 'sie', 'kan', 'vor', 'Lust', 'nichts', 'sprechen', '!', 'Sie', 'zittert', '!', 'sie', 'bestirbt', '!', 'Princessin', '!']",
58,catharina,,,,,VH,positiv,27752,CATMA_CAB5E953-666F-415D-A238-5BA8554A7F03,4,Emotionen der Freude,positiv,27737,Freude,"Ach mein Sohn!
","['Ach', 'mein', 'Sohn', '!']",
59,,,,,,VH,negativ,27877,CATMA_9DA34C22-C3B8-4797-A8A3-B435619D904E_0,5,Emotionen des Leids,negativ,27846,Leid,"Nun acht ich keiner Schmertzen
","['Nun', 'acht', 'ich', 'keiner', 'Schmertzen']",
60,,,,,,VH,negativ,28016,CATMA_9DA34C22-C3B8-4797-A8A3-B435619D904E_1,21,Emotionen des Leids,negativ,27906,Leid,"die Last von meinem Hertzen
Verfällt auff diese Stund! Ach / Ketten / Noth vnd Stein
Sind mir ein Kinderspiel ","['die', 'Last', 'von', 'meinem', 'Hertzen', 'Verfällt', 'auff', 'diese', 'Stund', '!', 'Ach', '/', 'Ketten', '/', 'Noth', 'vnd', 'Stein', 'Sind', 'mir', 'ein', 'Kinderspiel']",
61,catharina,,,,,VH,negativ,27905,CATMA_93DA493D-304F-4C46-A1CE-A9630490F378,6,Emotionen der Angst,negativ,27877,Angst,Der Sturm der Angst vergeht!,"['Der', 'Sturm', 'der', 'Angst', 'vergeht', '!']",
62,,,,,,VH,positiv,28201,CATMA_367AAF3A-E954-46C8-9B8C-FF271C2E344E,40,Emotionen der Freude,positiv,28018,Freude,"mein Sohn! wenn dich allein
Der Blitz nicht hat berührt! mein Sohn nu du entgangen!
Mein Sohn! nu du regirst nun bin ich nicht Gefangen!
O Wanckelbare Freud! ich glaube was ich wil /
","['mein', 'Sohn', '!', 'wenn', 'dich', 'allein', 'Der', 'Blitz', 'nicht', 'hat', 'berührt', '!', 'mein', 'Sohn', 'nu', 'du', 'entgangen', '!', 'Mein', 'Sohn', '!', 'nu', 'du', 'regirst', 'nun', 'bin', 'ich', 'nicht', 'Gefangen', '!', 'O', 'Wanckelbare', 'Freud', '!', 'ich', 'glaube', 'was', 'ich', 'wil', '/']",
63,,,tamaras,,,VH,positiv,28618,CATMA_1522B9F2-77FA-4D7A-A8E9-9214F78B7296,10,Emotionen der Freude,positiv,28587,Freude,"Wenn? wie? durch wehn? an vns.
","['Wenn', '?', 'wie', '?', 'durch', 'wehn', '?', 'an', 'vns', '.']",
64,catharina,,tamaras,,,VH,positiv,28715,CATMA_9922A352-3A9E-4EC5-BFEA-88F79A1F6DDB,5,Emotionen der Freude,positiv,28691,Freude,"O Himmel kans geschehn!
","['O', 'Himmel', 'kans', 'geschehn', '!']",
65,catharina,,,,,VH,positiv,29290,CATMA_BC5514A4-3CC7-413D-889E-0317D5B1F6BE,10,Emotionen der Freude,positiv,29241,Freude,"O unverhoffter Fall! O frembder Lauff der Dinge!
","['O', 'unverhoffter', 'Fall', '!', 'O', 'frembder', 'Lauff', 'der', 'Dinge', '!']",
66,,,,,positiv,VH,negativ,29826,CATMA_940F7E7A-7EE7-4388-90A9-FE7B68E1F69C,26,Emotionen des Leids,positiv,29695,Leid,"Wolan! ich wil das Joch der Plagen
Daß du auff meinen Hals gelegt
Mit vnverzagtem Mutt' ertragen
Nach dem mein Weinen dich bewegt.
","['Wolan', '!', 'ich', 'wil', 'das', 'Joch', 'der', 'Plagen', 'Daß', 'du', 'auff', 'meinen', 'Hals', 'gelegt', 'Mit', 'vnverzagtem', 'Mutt', ""'"", 'ertragen', 'Nach', 'dem', 'mein', 'Weinen', 'dich', 'bewegt', '.']",
67,,,,,,VH,negativ,30036,CATMA_FCDD3CBB-8A9D-4ED5-A9E8-B7CDE3DA9C33,28,Emotionen des Leids,negativ,29900,Leid,"Nu klag ich nicht was ich verlohren /
Weil du diß Pfand erhalten hast.

Mir ist als wenn ich Neu gebohren
Ich fühle keiner Kummer Last.
","['Nu', 'klag', 'ich', 'nicht', 'was', 'ich', 'verlohren', '/', 'Weil', 'du', 'diß', 'Pfand', 'erhalten', 'hast', '.', 'Mir', 'ist', 'als', 'wenn', 'ich', 'Neu', 'gebohren', 'Ich', 'fühle', 'keiner', 'Kummer', 'Last', '.']",
68,demetrius,,,,,VH,positiv,30203,CATMA_CE720494-F816-48CA-A73B-3E28D4201CD1,9,Emotionen der Zuneigung,positiv,30151,Verehrung,"Durchlauchtigste / die je der Erden Kreiß geehret /
","['Durchlauchtigste', '/', 'die', 'je', 'der', 'Erden', 'Kreiß', 'geehret', '/']",
69,,,catharina,,,VH,negativ,30344,CATMA_4EECEF2D-ACBD-4289-B0EC-481C2E3E2CFF,26,Emotionen des Leids,negativ,30203,Leid,"Der eure Tapfferkeit vor mit Bestürtzung höret;
Nu über der Geduld vnd Tugend sich entsetzt
Als vns der raue Feind durch eure Noth verletzt;
","['Der', 'eure', 'Tapfferkeit', 'vor', 'mit', 'Bestürtzung', 'höret', ';', 'Nu', 'über', 'der', 'Geduld', 'vnd', 'Tugend', 'sich', 'entsetzt', 'Als', 'vns', 'der', 'raue', 'Feind', 'durch', 'eure', 'Noth', 'verletzt', ';']",
70,,,,,,VH,negativ,30442,CATMA_1D7B9745-AEC8-4655-A3A6-1668168DDF7F,17,Emotionen des Leids,negativ,30344,Mitleid,"Verzeiht Georgien das euch so späth heist grüssen /
Das euer Bande sucht mit Thränen zubegiessen;
","['Verzeiht', 'Georgien', 'das', 'euch', 'so', 'späth', 'heist', 'grüssen', '/', 'Das', 'euer', 'Bande', 'sucht', 'mit', 'Thränen', 'zubegiessen', ';']",
71,,,,,,VH,negativ,30537,CATMA_1B19511F-54B7-4D8E-A664-562F2FF765E1,17,Emotionen des Leids,negativ,30442,Mitleid,"Verzeihet eurem Sohn der vnauffhörlich klagt
Vnd für sein eigen hält die Bürde die jhr tragt /
","['Verzeihet', 'eurem', 'Sohn', 'der', 'vnauffhörlich', 'klagt', 'Vnd', 'für', 'sein', 'eigen', 'hält', 'die', 'Bürde', 'die', 'jhr', 'tragt', '/']",
72,,,,,,VH,negativ,31180,CATMA_E28D5297-4B7E-46AC-9743-2EFA274D81FE,75,Emotionen des Leids,negativ,30773,Leid,"Mit euch gewündtschte Sonne
Deß hart bestürmten Reichs / verlohr sich Lust vnd Wonne!
Wie lang hat vns die Nacht der Dinstbarkeit erschreckt!
Wie offt ward vnser Land mit eignem Blut befleckt;
Nach eurem Vntergang! wie offt fil auff die Leichen
Der Mutter / jhre Frucht? die Schwester must erbleichen
Ins Brudern kalten Arm / der Strom floß gantz gefärbt
Von Edlen die das Schwerdt der Persen hat verderbt.
","['Mit', 'euch', 'gewündtschte', 'Sonne', 'Deß', 'hart', 'bestürmten', 'Reichs', '/', 'verlohr', 'sich', 'Lust', 'vnd', 'Wonne', '!', 'Wie', 'lang', 'hat', 'vns', 'die', 'Nacht', 'der', 'Dinstbarkeit', 'erschreckt', '!', 'Wie', 'offt', 'ward', 'vnser', 'Land', 'mit', 'eignem', 'Blut', 'befleckt', ';', 'Nach', 'eurem', 'Vntergang', '!', 'wie', 'offt', 'fil', 'auff', 'die', 'Leichen', 'Der', 'Mutter', '/', 'jhre', 'Frucht', '?', 'die', 'Schwester', 'must', 'erbleichen', 'Ins', 'Brudern', 'kalten', 'Arm', '/', 'der', 'Strom', 'floß', 'gantz', 'gefärbt', 'Von', 'Edlen', 'die', 'das', 'Schwerdt', 'der', 'Persen', 'hat', 'verderbt', '.']",
73,,,,,,VH,positiv,31454,CATMA_AE8EB6C1-586B-4D50-9148-5D31ECA49A5A,52,Emotionen der Freude,positiv,31180,Freude,"Doch hoffen wir nunmehr nu vns die Morgenröte /
Eur Tamaras besucht; daß auch der Tod sich tödte
Vnd eure Wiederkunfft / verjag all vnser Leid /
Diß wündtscht Armenien / vnd seufftzet nach der Zeit
Die euch vns geben wird. Wir haben ja begehret

Vorlängst schon eur Gesicht;","['Doch', 'hoffen', 'wir', 'nunmehr', 'nu', 'vns', 'die', 'Morgenröte', '/', 'Eur', 'Tamaras', 'besucht', ';', 'daß', 'auch', 'der', 'Tod', 'sich', 'tödte', 'Vnd', 'eure', 'Wiederkunfft', '/', 'verjag', 'all', 'vnser', 'Leid', '/', 'Diß', 'wündtscht', 'Armenien', '/', 'vnd', 'seufftzet', 'nach', 'der', 'Zeit', 'Die', 'euch', 'vns', 'geben', 'wird', '.', 'Wir', 'haben', 'ja', 'begehret', 'Vorlängst', 'schon', 'eur', 'Gesicht', ';']",
74,,,,,,VH,negativ,32788,CATMA_A360CDFE-91A5-4482-81F8-92C3AD4AB5A4,17,Emotionen des Leids,negativ,32705,Leid,"Der Tod / der stündlich vns durch lange Marter plagt /
Vnd vor dem Sterben kränckt;","['Der', 'Tod', '/', 'der', 'stündlich', 'vns', 'durch', 'lange', 'Marter', 'plagt', '/', 'Vnd', 'vor', 'dem', 'Sterben', 'kränckt', ';']",
75,,,,,,VH,negativ,33458,CATMA_C698EF42-728A-4BE9-BD3B-AFD32E000FE9,8,Emotionen der Ablehnung,negativ,33416,Ärger,"Da Abas wider vns in tollem Zorn entbrand
","['Da', 'Abas', 'wider', 'vns', 'in', 'tollem', 'Zorn', 'entbrand']",
76,,,,,,VH,negativ,33771,CATMA_CB81BCF5-1638-469B-9328-135481331FEC,14,Emotionen der Ablehnung,negativ,33697,Ärger,"Doch als er nicht zu finden
Hiß er in heissem Zorn Printz Alovassa binden ","['Doch', 'als', 'er', 'nicht', 'zu', 'finden', 'Hiß', 'er', 'in', 'heissem', 'Zorn', 'Printz', 'Alovassa', 'binden']",
77,,,,,,VH,negativ,34202,CATMA_DA7EEEC3-88FD-4099-AA4B-64B4A482BA2A,60,Emotionen des Leids,negativ,33883,Mitleid,"Weh mir! da Alovas durch schwartze Gifft vmbkommen!
Da Meurab hat den Wahn der Persen angenommen!
Da Meurabs Fraw von Chach in Meurabs Angesicht
So freventlich entehrt! O blitzt der Himmel nicht!
Da Meurabs zarter Sohn vnd Tochter diß erlitten
Was angeborne Recht' auch stummen Vieh verbitten!
Vnd Meurab schaut es an!
","['Weh', 'mir', '!', 'da', 'Alovas', 'durch', 'schwartze', 'Gifft', 'vmbkommen', '!', 'Da', 'Meurab', 'hat', 'den', 'Wahn', 'der', 'Persen', 'angenommen', '!', 'Da', 'Meurabs', 'Fraw', 'von', 'Chach', 'in', 'Meurabs', 'Angesicht', 'So', 'freventlich', 'entehrt', '!', 'O', 'blitzt', 'der', 'Himmel', 'nicht', '!', 'Da', 'Meurabs', 'zarter', 'Sohn', 'vnd', 'Tochter', 'diß', 'erlitten', 'Was', 'angeborne', 'Recht', ""'"", 'auch', 'stummen', 'Vieh', 'verbitten', '!', 'Vnd', 'Meurab', 'schaut', 'es', 'an', '!']",
78,,,,,,VH,positiv,34768,CATMA_5E92513F-9EA2-4BFE-B7BC-68997F97DDB1_0,9,Emotionen der Zuneigung,positiv,34718,Verehrung,"Wir haben deinen Stand zu steigern vns verbunden:
","['Wir', 'haben', 'deinen', 'Stand', 'zu', 'steigern', 'vns', 'verbunden', ':']",
79,,,,,,VH,positiv,35309,CATMA_5E92513F-9EA2-4BFE-B7BC-68997F97DDB1_1,39,Emotionen der Zuneigung,positiv,35136,Verehrung,"Wer sonder dein Gebot wird eine Faust erheben;
Den straff ohn' alle Gunst ohn Ansehn an dem Leben.
Mit kurtzem; nim den Stab / das Reich steh' vnter dir
Du einig vnter vns.
","['Wer', 'sonder', 'dein', 'Gebot', 'wird', 'eine', 'Faust', 'erheben', ';', 'Den', 'straff', 'ohn', ""'"", 'alle', 'Gunst', 'ohn', 'Ansehn', 'an', 'dem', 'Leben', '.', 'Mit', 'kurtzem', ';', 'nim', 'den', 'Stab', '/', 'das', 'Reich', 'steh', ""'"", 'vnter', 'dir', 'Du', 'einig', 'vnter', 'vns', '.']",
80,,,,,,VH,Emotionale Bewegtheit,35348,CATMA_EDEE3239-26A2-4977-ADA1-703636191F86,6,Emotionale Bewegtheit,Emotionale Bewegtheit,35322,Emotionale Bewegtheit,"Hilff Gott was hören wir!
","['Hilff', 'Gott', 'was', 'hören', 'wir', '!']",
81,,,,,,VH,positiv,36050,CATMA_05BA9A9A-D8BA-4003-9C27-8B5597EE073F,32,Emotionen der Freude,positiv,35913,Schadenfreude,"Weib / Jungfern / Mann vnd Kind / die Mutter mit dem Sohn /
Entblöst biß auff den Fuß / vnd führ' in diesem Hohn
Die nackte Schar vns zu.","['Weib', '/', 'Jungfern', '/', 'Mann', 'vnd', 'Kind', '/', 'die', 'Mutter', 'mit', 'dem', 'Sohn', '/', 'Entblöst', 'biß', 'auff', 'den', 'Fuß', '/', 'vnd', 'führ', ""'"", 'in', 'diesem', 'Hohn', 'Die', 'nackte', 'Schar', 'vns', 'zu', '.']",
82,catharina,,,,,VH,negativ,36807,CATMA_9F79ED49-8137-4037-BEB9-E086E183AC95,7,Emotionen der Ablehnung,negativ,36779,Abscheu,"So ehrt Chach die jhm trew!
","['So', 'ehrt', 'Chach', 'die', 'jhm', 'trew', '!']",
83,,,,,,VH,negativ,36976,CATMA_CB23E828-AACA-44A6-97A1-4C9DDC15454E_0,28,Emotionen der Angst,negativ,36819,Angst,"Als vns der Ruff entdeckt
Deß Meurabs Wiederkunfft; ward jderman erschreckt
Durch so gehäuffte Macht. Doch liß nicht einer mercken
Die jnner' Hertzens Angst.","['Als', 'vns', 'der', 'Ruff', 'entdeckt', 'Deß', 'Meurabs', 'Wiederkunfft', ';', 'ward', 'jderman', 'erschreckt', 'Durch', 'so', 'gehäuffte', 'Macht', '.', 'Doch', 'liß', 'nicht', 'einer', 'mercken', 'Die', 'jnner', ""'"", 'Hertzens', 'Angst', '.']",
84,,,,,,VH,negativ,37137,CATMA_CB23E828-AACA-44A6-97A1-4C9DDC15454E_1,10,Emotionen der Angst,negativ,37086,Angst,"vil trauten ferner nicht
Dem der Gott vntrew wurd! ","['vil', 'trauten', 'ferner', 'nicht', 'Dem', 'der', 'Gott', 'vntrew', 'wurd', '!']",
85,unpersönlich,,,,,VH,positiv,37622,CATMA_1840F57E-2F80-4DC4-886E-610907334ED7,18,Emotionen der Freude,positiv,37522,Freude,"Daß auß der Heyrath würd' ein stetes Wolergehen
Vnd jmmer süsse Lust vnd steiffer Fried entstehen /
","['Daß', 'auß', 'der', 'Heyrath', 'würd', ""'"", 'ein', 'stetes', 'Wolergehen', 'Vnd', 'jmmer', 'süsse', 'Lust', 'vnd', 'steiffer', 'Fried', 'entstehen', '/']",
86,,,,,,VH,negativ,38137,CATMA_61022060-C7E0-4423-B0BD-B9E99621E26B,60,Emotionen des Leids,negativ,37834,Leid,"In wenig Zeit verfill
Deß Adels schönste Blum / durch frembde Trauerspill /
Man schaute nichts als Mord / als Jammer Weh vnd Thränen /
Als Leichen / Kercker / Beil' / als hochbestürtzte Sehnen /
Die Noth wuchs schon so hoch als sie nie kommen war /
Mit kurtzem; vnser Land stund gleichsam auff der Bar.
","['In', 'wenig', 'Zeit', 'verfill', 'Deß', 'Adels', 'schönste', 'Blum', '/', 'durch', 'frembde', 'Trauerspill', '/', 'Man', 'schaute', 'nichts', 'als', 'Mord', '/', 'als', 'Jammer', 'Weh', 'vnd', 'Thränen', '/', 'Als', 'Leichen', '/', 'Kercker', '/', 'Beil', ""'"", '/', 'als', 'hochbestürtzte', 'Sehnen', '/', 'Die', 'Noth', 'wuchs', 'schon', 'so', 'hoch', 'als', 'sie', 'nie', 'kommen', 'war', '/', 'Mit', 'kurtzem', ';', 'vnser', 'Land', 'stund', 'gleichsam', 'auff', 'der', 'Bar', '.']",
87,,,,,,VH,negativ,38296,CATMA_5D61C1E3-FEDA-4B6F-94DB-FC378B8E44E8,30,Emotionen des Leids,negativ,38137,Mitleid,"Als Meurab vnser Ach vnd heisses Leid erblicket;
Wurd endlich auff sein Wort der eine Fürst beschicket /
Der vns das blosse Schwerdt an Hertz vnd Halse setzt.
","['Als', 'Meurab', 'vnser', 'Ach', 'vnd', 'heisses', 'Leid', 'erblicket', ';', 'Wurd', 'endlich', 'auff', 'sein', 'Wort', 'der', 'eine', 'Fürst', 'beschicket', '/', 'Der', 'vns', 'das', 'blosse', 'Schwerdt', 'an', 'Hertz', 'vnd', 'Halse', 'setzt', '.']",
88,,,,,,VH,negativ,38740,CATMA_A44F6D11-6E54-4F50-ACC7-B57C8C5A2FDD,92,Emotionen der Ablehnung,negativ,38296,Ärger,"Welch Rasen / rif er / hat auffs Land-Volck dich verhetzt?
Warumb siht man dich stets unschuldig Blut vergissen?
Warumb wird mein Befehl getreten mit den Füssen?
Ist diß was man mir schwur? was euch der König hiß?
Als er sein gantzes Heer mir in den Händen liß?
Verkent man meine Macht? hört man mit tauben Ohren?
Bist du villeicht für mich Feld-Oberster erkohren?
Führ ich den Stab vmbsonst? nein warlich! man sol sehn /
Wer Meurab vnd wer du.","['Welch', 'Rasen', '/', 'rif', 'er', '/', 'hat', 'auffs', 'Land-Volck', 'dich', 'verhetzt', '?', 'Warumb', 'siht', 'man', 'dich', 'stets', 'unschuldig', 'Blut', 'vergissen', '?', 'Warumb', 'wird', 'mein', 'Befehl', 'getreten', 'mit', 'den', 'Füssen', '?', 'Ist', 'diß', 'was', 'man', 'mir', 'schwur', '?', 'was', 'euch', 'der', 'König', 'hiß', '?', 'Als', 'er', 'sein', 'gantzes', 'Heer', 'mir', 'in', 'den', 'Händen', 'liß', '?', 'Verkent', 'man', 'meine', 'Macht', '?', 'hört', 'man', 'mit', 'tauben', 'Ohren', '?', 'Bist', 'du', 'villeicht', 'für', 'mich', 'Feld-Oberster', 'erkohren', '?', 'Führ', 'ich', 'den', 'Stab', 'vmbsonst', '?', 'nein', 'warlich', '!', 'man', 'sol', 'sehn', '/', 'Wer', 'Meurab', 'vnd', 'wer', 'du', '.']",
89,,,,,,VH,negativ,39186,CATMA_3B06043C-7D5C-45E2-9C67-042DF0D66D2B,35,Emotionen der Ablehnung,negativ,38984,Ärger,"In dem erweckte Zorn vnd Argwohn sein Gemüte
Sein munterer Verstand durchschaut die falsche Güte

Die Abas jhm erzeigt / auch hat er selbst gefühlt
Wie der Tyrann mit List vnd stetem Meineyd10

 spilt.
","['In', 'dem', 'erweckte', 'Zorn', 'vnd', 'Argwohn', 'sein', 'Gemüte', 'Sein', 'munterer', 'Verstand', 'durchschaut', 'die', 'falsche', 'Güte', 'Die', 'Abas', 'jhm', 'erzeigt', '/', 'auch', 'hat', 'er', 'selbst', 'gefühlt', 'Wie', 'der', 'Tyrann', 'mit', 'List', 'vnd', 'stetem', 'Meineyd10', 'spilt', '.']",
