,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
293,,,,,,VH,positiv,136673,CATMA_8EB76425-68BA-4C54-BDF6-FECEF79FD2AC,9,Emotionen der Zuneigung,positiv,136634,Freundschaft,"Er versicherte, daß er Ihr Freund sei.
","['Er', 'versicherte', ',', 'daß', 'er', 'Ihr', 'Freund', 'sei', '.']"
294,,,,,,VH,positiv,136730,CATMA_AAA17EB9-0F21-402C-A403-DDA7622D1763,9,Emotionen der Zuneigung,positiv,136688,Freundschaft,"Ich versichere, daß ich seiner nicht bin.
","['Ich', 'versichere', ',', 'daß', 'ich', 'seiner', 'nicht', 'bin', '.']"
295,,,,,,VH,negativ,137617,CATMA_22B24884-472C-4546-BC26-E536E3EBBA46,16,Emotionen des Leids,negativ,137518,Leid,"Eher soll mich
              hier das äußerste Elend, vor den Augen meiner Verleumder, verzehren –
","['Eher', 'soll', 'mich', 'hier', 'das', 'äußerste', 'Elend', ',', 'vor', 'den', 'Augen', 'meiner', 'Verleumder', ',', 'verzehren', '–']"
296,,,,,,VH,negativ,138016,CATMA_47C0E7D6-48E4-4DEE-A66E-FB2F56160D31,37,Emotionen der Ablehnung,negativ,137790,Ärger,"hitzig.
Nein, mein Fräulein, Sie werden von allen Dingen recht gut urteilen können, nur
              hierüber nicht. Die Ehre ist nicht die Stimme unsers Gewissens, nicht das Zeugnis
              weniger Rechtschaffenen – –
","['hitzig', '.', 'Nein', ',', 'mein', 'Fräulein', ',', 'Sie', 'werden', 'von', 'allen', 'Dingen', 'recht', 'gut', 'urteilen', 'können', ',', 'nur', 'hierüber', 'nicht', '.', 'Die', 'Ehre', 'ist', 'nicht', 'die', 'Stimme', 'unsers', 'Gewissens', ',', 'nicht', 'das', 'Zeugnis', 'weniger', 'Rechtschaffenen', '–', '–']"
297,,von_tellheim (Major von Tellheim),,,,VH,negativ,138990,CATMA_01E9C375-4309-441E-9BC9-1462A5437194,8,Emotionen der Ablehnung,negativ,138945,Ärger,"Werden Sie nicht ungehalten, mein Fräulein –
","['Werden', 'Sie', 'nicht', 'ungehalten', ',', 'mein', 'Fräulein', '–']"
298,,von_tellheim (Major von Tellheim),,,,VH,negativ,139244,CATMA_4D2C5218-BC32-457B-AC8D-BE94F66C441D,7,Emotionen der Ablehnung,negativ,139207,Ärger,"Sie sind ungehalten, mein Fräulein –
","['Sie', 'sind', 'ungehalten', ',', 'mein', 'Fräulein', '–']"
299,,,,,,VH,positiv,139354,CATMA_C9739865-AA09-4DAF-8312-78DE838B9D9D,9,Emotionen der Zuneigung,positiv,139309,Liebe,"Wenn ich Sie weniger liebte, mein Fräulein –
","['Wenn', 'ich', 'Sie', 'weniger', 'liebte', ',', 'mein', 'Fräulein', '–']"
300,,,,,,VH,positiv,139692,CATMA_DC525C6F-7B31-414E-95A4-DF1739E51707,13,Emotionen der Zuneigung,positiv,139603,Liebe,"Vielleicht würde mir Ihr Mitleid gewähret haben, was mir Ihre Liebe
              versagt","['Vielleicht', 'würde', 'mir', 'Ihr', 'Mitleid', 'gewähret', 'haben', ',', 'was', 'mir', 'Ihre', 'Liebe', 'versagt']"
301,,,,,,VH,negativ,139692,CATMA_1F8C924C-ED8E-4834-A685-018FE3201198,13,Emotionen des Leids,negativ,139603,Mitleid,"Vielleicht würde mir Ihr Mitleid gewähret haben, was mir Ihre Liebe
              versagt","['Vielleicht', 'würde', 'mir', 'Ihr', 'Mitleid', 'gewähret', 'haben', ',', 'was', 'mir', 'Ihre', 'Liebe', 'versagt']"
302,von_tellheim (Major von Tellheim),,,,,VH,negativ,140523,CATMA_8E82A07A-66DA-4DD1-B662-C99C8E3E9692,8,Emotionen der Angst,negativ,140491,Angst,"Gott! So kann Minna sprechen! –
","['Gott', '!', 'So', 'kann', 'Minna', 'sprechen', '!', '–']"
303,,,,,,VH,negativ,140688,CATMA_658E66B4-5FA9-4A04-AC0F-AFCDAC2131B1,8,Emotionen des Leids,negativ,140639,Leid,Ihr Unglück ist wahrscheinlich; meines ist gewiß ,"['Ihr', 'Unglück', 'ist', 'wahrscheinlich', ';', 'meines', 'ist', 'gewiß']"
304,,,,,,VH,negativ,140914,CATMA_67D0BBD5-A513-4974-A173-C39373B32567,9,Emotionen der Angst,negativ,140877,Angst,"Was ist Ihnen, mein Fräulein? Wohin?
","['Was', 'ist', 'Ihnen', ',', 'mein', 'Fräulein', '?', 'Wohin', '?']"
305,,,,,,VH,negativ,140995,CATMA_9285EA51-A3D6-4032-AD78-3BA065D9BB32,13,Emotionen des Leids,negativ,140929,Leid,"Lassen Sie mich. – Meine Tränen vor Ihnen zu verbergen, Verräter! ","['Lassen', 'Sie', 'mich.', '–', 'Meine', 'Tränen', 'vor', 'Ihnen', 'zu', 'verbergen', ',', 'Verräter', '!']"
306,,,,,,VH,negativ,140995,CATMA_B428BA58-C605-4970-91E1-2852E0699BCB,13,Emotionen der Ablehnung,negativ,140929,Ärger,"Lassen Sie mich. – Meine Tränen vor Ihnen zu verbergen, Verräter! ","['Lassen', 'Sie', 'mich.', '–', 'Meine', 'Tränen', 'vor', 'Ihnen', 'zu', 'verbergen', ',', 'Verräter', '!']"
307,,,,,,VH,positiv,141135,CATMA_E36B5B16-5638-4A70-8734-BEC3FC2F8164,13,Emotionen der Zuneigung,positiv,141081,Liebe,Ihre Tränen? Und ich sollte sie lassen? Will ihr nach.,"['Ihre', 'Tränen', '?', 'Und', 'ich', 'sollte', 'sie', 'lassen', '?', 'Will', 'ihr', 'nach', '.']"
308,,,,,,VH,negativ,141136,CATMA_4D4D9B82-00B0-40DB-A0CB-22EC0EEF41EA,13,Emotionen des Leids,negativ,141081,Mitleid,"Ihre Tränen? Und ich sollte sie lassen? Will ihr nach.
","['Ihre', 'Tränen', '?', 'Und', 'ich', 'sollte', 'sie', 'lassen', '?', 'Will', 'ihr', 'nach', '.']"
309,von_tellheim (Major von Tellheim),,,,,VH,negativ,141323,CATMA_69126B29-421F-47FB-A402-71935698A103,9,Emotionen des Leids,negativ,141280,Mitleid,"Ihr Unglück? Sprach sie nicht von Unglück?
","['Ihr', 'Unglück', '?', 'Sprach', 'sie', 'nicht', 'von', 'Unglück', '?']"
310,von_tellheim (Major von Tellheim),,,,,VH,negativ,141323,CATMA_47ED1FA1-5854-460A-AFFE-AAAED503A9A6,9,Emotionen der Angst,negativ,141280,Angst,"Ihr Unglück? Sprach sie nicht von Unglück?
","['Ihr', 'Unglück', '?', 'Sprach', 'sie', 'nicht', 'von', 'Unglück', '?']"
311,von_tellheim (Major von Tellheim),,,,,VH,Emotionale Bewegtheit,141504,CATMA_EC868732-4A8A-44C9-A7C1-BB8CAA98126F,20,Emotionale Bewegtheit,Emotionale Bewegtheit,141405,Emotionale Bewegtheit,"Nachdem? was nachdem? Hier hinter steckt mehr. Was ist es, Franziska? Rede, sprich
              –
","['Nachdem', '?', 'was', 'nachdem', '?', 'Hier', 'hinter', 'steckt', 'mehr', '.', 'Was', 'ist', 'es', ',', 'Franziska', '?', 'Rede', ',', 'sprich', '–']"
312,,,,,,VH,positiv,142207,CATMA_5A1F7E92-ED66-46F2-ACC4-E670996D955D,11,Emotionen der Zuneigung,positiv,142163,Verehrung,"– Komm, ich muß mich zu ihren Füßen werfen.
","['–', 'Komm', ',', 'ich', 'muß', 'mich', 'zu', 'ihren', 'Füßen', 'werfen', '.']"
313,,,,,,VH,positiv,142207,CATMA_413DE631-5C94-4CEA-838C-42C79E6CD1C4,11,Emotionen der Zuneigung,positiv,142163,Liebe,"– Komm, ich muß mich zu ihren Füßen werfen.
","['–', 'Komm', ',', 'ich', 'muß', 'mich', 'zu', 'ihren', 'Füßen', 'werfen', '.']"
314,,,,,,VH,negativ,142336,CATMA_AA9F0E5D-1D8F-4488-BAFD-B5906383DA34,8,Emotionen der Ablehnung,negativ,142305,Ärger,Elende! für wen hältst du mich?,"['Elende', '!', 'für', 'wen', 'hältst', 'du', 'mich', '?']"
315,,,,,,VH,positiv,142437,CATMA_B05417BB-5EB6-44AC-A673-385BBC7CC502,18,Emotionen der Zuneigung,positiv,142337,Freundschaft,"– Nein, liebe Franziska, der Rat kam nicht aus deinem
              Herzen. Vergib meinem Unwillen!
","['–', 'Nein', ',', 'liebe', 'Franziska', ',', 'der', 'Rat', 'kam', 'nicht', 'aus', 'deinem', 'Herzen', '.', 'Vergib', 'meinem', 'Unwillen', '!']"
316,,,,Zustand,,VH,Emotionale Bewegtheit,142970,CATMA_499CD21A-05FE-447B-9F73-7E46D772B4B7,54,Emotionale Bewegtheit,Emotionale Bewegtheit,142713,Emotionale Bewegtheit,"Aber, Franziska! – O, ich erwarte euch hier! – Nein, das ist dringender! – Wenn sie
              Ernst sieht, kann mir ihre Vergebung nicht entstehen. – Nun brauch ich dich, ehrlicher
              Werner! – Nein, Minna, ich bin kein Verräter! Eilends ab.
","['Aber', ',', 'Franziska', '!', '–', 'O', ',', 'ich', 'erwarte', 'euch', 'hier', '!', '–', 'Nein', ',', 'das', 'ist', 'dringender', '!', '–', 'Wenn', 'sie', 'Ernst', 'sieht', ',', 'kann', 'mir', 'ihre', 'Vergebung', 'nicht', 'entstehen', '.', '–', 'Nun', 'brauch', 'ich', 'dich', ',', 'ehrlicher', 'Werner', '!', '–', 'Nein', ',', 'Minna', ',', 'ich', 'bin', 'kein', 'Verräter', '!', 'Eilends', 'ab', '.']"
317,,,,,,VH,positiv,143178,CATMA_6244BE3B-278C-4DC8-B4D9-F1E0D50302B7,13,Emotionen der Freude,positiv,143127,Freude,"Ha, Werner! ich suche dich überall. Wo steckst du?
","['Ha', ',', 'Werner', '!', 'ich', 'suche', 'dich', 'überall', '.', 'Wo', 'steckst', 'du', '?']"
318,,,,,,VH,negativ,144317,CATMA_42FB3C00-4905-4292-812F-7E42439FBD73,32,Emotionen der Ablehnung,negativ,144164,Ärger,"Was plauderst du? Was lässest du dir weis machen? Begreifst du denn nicht, daß, wenn
              es wahr wäre, ich es doch wohl am ersten wissen müßte?","['Was', 'plauderst', 'du', '?', 'Was', 'lässest', 'du', 'dir', 'weis', 'machen', '?', 'Begreifst', 'du', 'denn', 'nicht', ',', 'daß', ',', 'wenn', 'es', 'wahr', 'wäre', ',', 'ich', 'es', 'doch', 'wohl', 'am', 'ersten', 'wissen', 'müßte', '?']"
319,paul_werner (Paul Werner),,von_tellheim (Major von Tellheim),,,VH,positiv,144391,CATMA_F5EE2E2C-E606-4F8B-AD40-A589BCFC5AAA,11,Emotionen der Freude,positiv,144355,Freude,"Je nu, mit Freuden! hier ist was! – ","['Je', 'nu', ',', 'mit', 'Freuden', '!', 'hier', 'ist', 'was', '!', '–']"
320,das_fraeulein (Minna von Barnhelm),von_tellheim (Major von Tellheim),,Zustand,,VH,negativ,145126,CATMA_FD8CE152-386B-48D6-9556-8A804D1227E4_0,4,Emotionen des Leids,negativ,145108,Leid,"Das Fräulein hier,","['Das', 'Fräulein', 'hier', ',']"
321,das_fraeulein (Minna von Barnhelm),von_tellheim (Major von Tellheim),,Zustand,,VH,negativ,145183,CATMA_FD8CE152-386B-48D6-9556-8A804D1227E4_1,4,Emotionen des Leids,negativ,145149,Leid,"– ist
              unglücklich –
","['–', 'ist', 'unglücklich', '–']"
322,paul_werner (Paul Werner),,das_fraeulein (Minna von Barnhelm),,,VH,negativ,145202,CATMA_704ADF12-D012-44D3-8FC3-74C2768408FB,3,Emotionen des Leids,negativ,145192,Mitleid,"O Jammer!
","['O', 'Jammer', '!']"
323,paul_werner (Paul Werner),paul_werner (Paul Werner),,Ereignis,,VH,positiv,145269,CATMA_74E0208A-0692-4F65-94E3-87E186C3016A,3,Emotionen der Freude,positiv,145259,Freude,"O Freude!
","['O', 'Freude', '!']"
324,von_tellheim (Major von Tellheim),von_tellheim (Major von Tellheim),,Ereignis,,VH,positiv,145538,CATMA_4D1BCF14-3656-4B5A-A893-F7B93010A397,51,Emotionen der Freude,positiv,145284,Freude,"Und übermorgen, geh ich mit ihr fort. Ich darf fort; ich will fort. Lieber hier alles
              im Stiche gelassen! Wer weiß, wo mir sonst ein Glück aufgehoben ist. Wenn du willst,
              Werner, so komm mit. Wir wollen wieder Dienste nehmen.
","['Und', 'übermorgen', ',', 'geh', 'ich', 'mit', 'ihr', 'fort', '.', 'Ich', 'darf', 'fort', ';', 'ich', 'will', 'fort', '.', 'Lieber', 'hier', 'alles', 'im', 'Stiche', 'gelassen', '!', 'Wer', 'weiß', ',', 'wo', 'mir', 'sonst', 'ein', 'Glück', 'aufgehoben', 'ist', '.', 'Wenn', 'du', 'willst', ',', 'Werner', ',', 'so', 'komm', 'mit', '.', 'Wir', 'wollen', 'wieder', 'Dienste', 'nehmen', '.']"
325,paul_werner (Paul Werner),,,Ereignis,,VH,positiv,145599,CATMA_0ACB0DF7-E37C-4AFE-B476-BFB77E00CA30,12,Emotionen der Freude,positiv,145547,Freude,"Wahrhaftig? – Aber doch wos Krieg gibt, Herr Major?
","['Wahrhaftig', '?', '–', 'Aber', 'doch', 'wos', 'Krieg', 'gibt', ',', 'Herr', 'Major', '?']"
326,,,,Ereignis,,VH,positiv,145879,CATMA_321F4E3B-B1CC-410D-A509-9B6D8A505B2D,33,Emotionen der Freude,positiv,145682,Freude,"O Herzensmajor! – Übermorgen? Warum nicht lieber morgen? – Ich will schon alles
              zusammenbringen – In Persien, Herr Major, gibts einen trefflichen Krieg; was meinen
              Sie?
","['O', 'Herzensmajor', '!', '–', 'Übermorgen', '?', 'Warum', 'nicht', 'lieber', 'morgen', '?', '–', 'Ich', 'will', 'schon', 'alles', 'zusammenbringen', '–', 'In', 'Persien', ',', 'Herr', 'Major', ',', 'gibts', 'einen', 'trefflichen', 'Krieg', ';', 'was', 'meinen', 'Sie', '?']"
327,paul_werner (Paul Werner),,,Ereignis,,VH,positiv,145985,CATMA_5E230251-6982-47D0-ADFE-DD07CE310C0A,8,Emotionen der Freude,positiv,145948,Freude,Juchhe! es lebe der Prinz Heraklius! ,"['Juchhe', '!', 'es', 'lebe', 'der', 'Prinz', 'Heraklius', '!']"
328,,,,,,VH,positiv,146092,CATMA_BEEB3656-76FC-40A0-8AA5-0B45D60A1355_0,13,Emotionen der Freude,positiv,146028,Freude,Wie ist mir? – Meine ganze Seele hat neue Triebfedern bekommen. ,"['Wie', 'ist', 'mir', '?', '–', 'Meine', 'ganze', 'Seele', 'hat', 'neue', 'Triebfedern', 'bekommen', '.']"
329,,,,,,VH,positiv,146372,CATMA_BEEB3656-76FC-40A0-8AA5-0B45D60A1355_1,30,Emotionen der Freude,positiv,146202,Freude,"ihr
              Unglück  hebt mich empor, ich sehe wieder frei um mich, und fühle mich
              willig und stark, alles für sie zu unternehmen – Was verweile ich? ","['ihr', 'Unglück', 'hebt', 'mich', 'empor', ',', 'ich', 'sehe', 'wieder', 'frei', 'um', 'mich', ',', 'und', 'fühle', 'mich', 'willig', 'und', 'stark', ',', 'alles', 'für', 'sie', 'zu', 'unternehmen', '–', 'Was', 'verweile', 'ich', '?']"
330,,,,,,VH,negativ,146201,CATMA_CDF7F1CD-148F-4808-8DE8-A8AAC0A5A5EE,17,Emotionen des Leids,negativ,146092,Leid,"Mein eignes Unglück
              schlug mich nieder; machte mich ärgerlich, kurzsichtig, schüchtern, lässig:","['Mein', 'eignes', 'Unglück', 'schlug', 'mich', 'nieder', ';', 'machte', 'mich', 'ärgerlich', ',', 'kurzsichtig', ',', 'schüchtern', ',', 'lässig', ':']"
331,,,,Zustand,,VH,Emotionale Bewegtheit,146690,CATMA_EF739FD6-0564-4FB6-89D6-6F635A77A191,14,Emotionale Bewegtheit,Emotionale Bewegtheit,146639,Emotionale Bewegtheit,"Was ich will? – Was macht dein Fräulein? – Komm! –
","['Was', 'ich', 'will', '?', '–', 'Was', 'macht', 'dein', 'Fräulein', '?', '–', 'Komm', '!', '–']"
332,,,,Ereignis,,VH,Emotionale Bewegtheit,146782,CATMA_934FA782-1F7F-4E91-98C0-E7F8ED64F582,8,Emotionale Bewegtheit,Emotionale Bewegtheit,146752,Emotionale Bewegtheit,"Und allein? ohne mich? wohin?
","['Und', 'allein', '?', 'ohne', 'mich', '?', 'wohin', '?']"
333,,von_tellheim (Major von Tellheim),,,,VH,negativ,147416,CATMA_16336347-F55B-42E7-8AF3-CC9CAEB87BC5,9,Emotionen des Leids,negativ,147372,Leid,"Sie drang mir ihn auf, mit einer Bitterkeit ","['Sie', 'drang', 'mir', 'ihn', 'auf', ',', 'mit', 'einer', 'Bitterkeit']"
334,,,das_fraeulein (Minna von Barnhelm),,,VH,positiv,147518,CATMA_505711BD-CC05-483B-BBA5-7AA87333C1C6,16,Emotionen der Zuneigung,positiv,147418,Liebe,"Ich habe diese Bitterkeit schon
              vergessen. Ein volles Herz kann die Worte nicht wägen.","['Ich', 'habe', 'diese', 'Bitterkeit', 'schon', 'vergessen', '.', 'Ein', 'volles', 'Herz', 'kann', 'die', 'Worte', 'nicht', 'wägen', '.']"
335,das_fraeulein (Minna von Barnhelm),von_tellheim (Major von Tellheim),von_tellheim (Major von Tellheim),,,VH,positiv,147614,CATMA_10A426A4-EFF1-43A5-8888-2B04BAC59DA9,15,Emotionen der Zuneigung,positiv,147519,Liebe,"– Aber sie wird sich auch
              keinen Augenblick weigern, den Ring wieder anzunehmen. ","['–', 'Aber', 'sie', 'wird', 'sich', 'auch', 'keinen', 'Augenblick', 'weigern', ',', 'den', 'Ring', 'wieder', 'anzunehmen', '.']"
336,,,,,,VH,positiv,149034,CATMA_3E559430-9E1A-4D4A-9948-639CB9C280FC,17,Emotionen der Freude,positiv,148963,Freude,"Melde mich ihr! – Sprich für mich, Franziska! – Ich folge dir sogleich!","['Melde', 'mich', 'ihr', '!', '–', 'Sprich', 'für', 'mich', ',', 'Franziska', '!', '–', 'Ich', 'folge', 'dir', 'sogleich', '!']"
337,von_tellheim (Major von Tellheim),,das_fraeulein (Minna von Barnhelm),,,VH,positiv,149134,CATMA_F8183182-B2D2-40A4-8CC5-468167C70857,12,Emotionen der Zuneigung,positiv,149076,Liebe,"– Wo das Herz reden darf, braucht es keiner Vorbereitung. ","['–', 'Wo', 'das', 'Herz', 'reden', 'darf', ',', 'braucht', 'es', 'keiner', 'Vorbereitung', '.']"
338,das_fraeulein (Minna von Barnhelm),von_tellheim (Major von Tellheim),,,,VH,positiv,150350,CATMA_61C6F114-53E0-4A61-89DA-C016D64A816C,8,Emotionen der Zuneigung,positiv,150300,Liebe,"Ich war so vieler Liebe
              nicht wert.
","['Ich', 'war', 'so', 'vieler', 'Liebe', 'nicht', 'wert', '.']"
339,,,,,,VH,negativ,150490,CATMA_F2C97CF5-6978-4FE9-AD30-827CF05A8BFE,9,Emotionen der Ablehnung,negativ,150449,Ärger,"Zürnen Sie nicht auf mich, mein Fräulein.","['Zürnen', 'Sie', 'nicht', 'auf', 'mich', ',', 'mein', 'Fräulein', '.']"
340,,,,,,VH,positiv,150687,CATMA_A20584AE-A9D2-4440-A0AE-456F7DF3FAA0_0,30,Emotionen der Zuneigung,positiv,150514,Liebe,"Sie haben um mich,
              in den Augen der Welt, viel verloren, aber nicht in meinen. In meinen Augen haben Sie
              unendlich durch diesen Verlust gewonnen.","['Sie', 'haben', 'um', 'mich', ',', 'in', 'den', 'Augen', 'der', 'Welt', ',', 'viel', 'verloren', ',', 'aber', 'nicht', 'in', 'meinen', '.', 'In', 'meinen', 'Augen', 'haben', 'Sie', 'unendlich', 'durch', 'diesen', 'Verlust', 'gewonnen', '.']"
341,,,,,,VH,positiv,150907,CATMA_A20584AE-A9D2-4440-A0AE-456F7DF3FAA0_1,8,Emotionen der Zuneigung,positiv,150860,Liebe,Ich beschwere mich nicht über dieses Mißtrauen.,"['Ich', 'beschwere', 'mich', 'nicht', 'über', 'dieses', 'Mißtrauen', '.']"
342,,,,,,VH,positiv,151004,CATMA_A20584AE-A9D2-4440-A0AE-456F7DF3FAA0_2,6,Emotionen der Zuneigung,positiv,150972,Liebe,Dieses Verlangen ist mein Stolz!,"['Dieses', 'Verlangen', 'ist', 'mein', 'Stolz', '!']"
343,das_fraeulein (Minna von Barnhelm),von_tellheim (Major von Tellheim),,,,VH,positiv,150859,CATMA_11D0E6F4-0E5E-4986-B31D-1D77F15ED076_0,27,Emotionen der Zuneigung,positiv,150688,Liebe,"Er war Ihnen noch zu neu; Sie fürchteten, er
              möchte einen allzunachteiligen Eindruck auf mich machen; Sie wollten mir ihn vors
              erste verbergen.","['Er', 'war', 'Ihnen', 'noch', 'zu', 'neu', ';', 'Sie', 'fürchteten', ',', 'er', 'möchte', 'einen', 'allzunachteiligen', 'Eindruck', 'auf', 'mich', 'machen', ';', 'Sie', 'wollten', 'mir', 'ihn', 'vors', 'erste', 'verbergen', '.']"
344,das_fraeulein (Minna von Barnhelm),von_tellheim (Major von Tellheim),,,,VH,positiv,150972,CATMA_11D0E6F4-0E5E-4986-B31D-1D77F15ED076_1,10,Emotionen der Zuneigung,positiv,150907,Liebe," Es entsprang aus dem
              Verlangen, mich zu erhalten. ","['Es', 'entsprang', 'aus', 'dem', 'Verlangen', ',', 'mich', 'zu', 'erhalten', '.']"
345,das_fraeulein (Minna von Barnhelm),von_tellheim (Major von Tellheim),,,,VH,negativ,151105,CATMA_41A9476F-4B93-4F71-8DB5-7A0208CA4987,15,Emotionen des Leids,negativ,151005,Mitleid,"Sie fanden mich selbst
              unglücklich; und Sie wollten Unglück nicht mit Unglück häufen. ","['Sie', 'fanden', 'mich', 'selbst', 'unglücklich', ';', 'und', 'Sie', 'wollten', 'Unglück', 'nicht', 'mit', 'Unglück', 'häufen', '.']"
346,,,,,,VH,positiv,151680,CATMA_047B2385-D29E-45C5-8190-76376CBBF66D,43,Emotionen der Zuneigung,positiv,151428,Liebe,"– Vielmehr halte ich mich jetzt für gebundener, als jemals. –
              Sie sind die Meinige,  Minna, auf ewig die Meinige. Zieht den Ring
                heraus.
 Hier, empfangen Sie es zum zweitenmale, das Unterpfand meiner Treue
              –
","['–', 'Vielmehr', 'halte', 'ich', 'mich', 'jetzt', 'für', 'gebundener', ',', 'als', 'jemals', '.', '–', 'Sie', 'sind', 'die', 'Meinige', ',', 'Minna', ',', 'auf', 'ewig', 'die', 'Meinige', '.', 'Zieht', 'den', 'Ring', 'heraus', '.', 'Hier', ',', 'empfangen', 'Sie', 'es', 'zum', 'zweitenmale', ',', 'das', 'Unterpfand', 'meiner', 'Treue', '–']"
347,von_tellheim (Major von Tellheim),,,Ereignis,,VH,positiv,151776,CATMA_37F15697-35F5-4100-8E15-C58601108AAF,7,Emotionen der Freude,positiv,151753,Freude,"Ja, liebste Minna, ja!
","['Ja', ',', 'liebste', 'Minna', ',', 'ja', '!']"
348,von_tellheim (Major von Tellheim),,,,,VH,positiv,152194,CATMA_4A87E141-5CA3-46C3-A56B-9B491E97B7C6,59,Emotionen der Zuneigung,positiv,151841,Liebe,"Diesen Ring nahmen Sie das erstemal aus meiner Hand, als unser beider Umstände
              einander gleich, und glücklich waren. Sie sind nicht mehr glücklich, aber wiederum
              einander gleich. Gleichheit ist immer das festeste Band der Liebe. – Erlauben Sie,
              liebste Minna! – Ergreift ihre Hand, um ihr den Ring anzustecken.
","['Diesen', 'Ring', 'nahmen', 'Sie', 'das', 'erstemal', 'aus', 'meiner', 'Hand', ',', 'als', 'unser', 'beider', 'Umstände', 'einander', 'gleich', ',', 'und', 'glücklich', 'waren', '.', 'Sie', 'sind', 'nicht', 'mehr', 'glücklich', ',', 'aber', 'wiederum', 'einander', 'gleich', '.', 'Gleichheit', 'ist', 'immer', 'das', 'festeste', 'Band', 'der', 'Liebe', '.', '–', 'Erlauben', 'Sie', ',', 'liebste', 'Minna', '!', '–', 'Ergreift', 'ihre', 'Hand', ',', 'um', 'ihr', 'den', 'Ring', 'anzustecken', '.']"
349,,das_fraeulein (Minna von Barnhelm),,,,VH,negativ,152911,CATMA_57719BAD-ADD7-44D0-BF9D-7CEDCA270289,9,Emotionen des Leids,negativ,152867,Leid,"Hat Sie dieses Wort beleidiget, Herr Major?
","['Hat', 'Sie', 'dieses', 'Wort', 'beleidiget', ',', 'Herr', 'Major', '?']"
350,,,,,,VH,negativ,152948,CATMA_ADC54755-6111-4358-A1D3-F0F33824F111,6,Emotionen des Leids,negativ,152926,Leid,"Es hat mir weh getan.
","['Es', 'hat', 'mir', 'weh', 'getan', '.']"
351,,,,,,VH,negativ,153033,CATMA_6BC69A88-82BC-4902-9BDF-CC6B97E53581,14,Emotionen des Leids,negativ,152971,Mitleid,"Das sollte es nicht, Tellheim. – Verzeihen Sie mir, Tellheim.
","['Das', 'sollte', 'es', 'nicht', ',', 'Tellheim', '.', '–', 'Verzeihen', 'Sie', 'mir', ',', 'Tellheim', '.']"
352,,,,,,VH,positiv,153033,CATMA_9C6DA3C8-9DA5-4DB5-B7FE-CA40DCADD6BB,14,Emotionen der Zuneigung,positiv,152971,Liebe,"Das sollte es nicht, Tellheim. – Verzeihen Sie mir, Tellheim.
","['Das', 'sollte', 'es', 'nicht', ',', 'Tellheim', '.', '–', 'Verzeihen', 'Sie', 'mir', ',', 'Tellheim', '.']"
353,,,,,,VH,positiv,153181,CATMA_7CF6F8C7-E21A-467B-A52F-830E5629FC97,27,Emotionen der Freude,positiv,153048,Freude,"Ha, dieser vertrauliche Ton sagt mir, daß Sie wieder zu sich kommen, mein Fräulein;
              daß Sie mich noch lieben, Minna. –
","['Ha', ',', 'dieser', 'vertrauliche', 'Ton', 'sagt', 'mir', ',', 'daß', 'Sie', 'wieder', 'zu', 'sich', 'kommen', ',', 'mein', 'Fräulein', ';', 'daß', 'Sie', 'mich', 'noch', 'lieben', ',', 'Minna', '.', '–']"
354,,,,,,VH,positiv,153181,CATMA_C3AC4BD9-7C61-48EE-A35C-C3E355696462,27,Emotionen der Zuneigung,positiv,153048,Liebe,"Ha, dieser vertrauliche Ton sagt mir, daß Sie wieder zu sich kommen, mein Fräulein;
              daß Sie mich noch lieben, Minna. –
","['Ha', ',', 'dieser', 'vertrauliche', 'Ton', 'sagt', 'mir', ',', 'daß', 'Sie', 'wieder', 'zu', 'sich', 'kommen', ',', 'mein', 'Fräulein', ';', 'daß', 'Sie', 'mich', 'noch', 'lieben', ',', 'Minna', '.', '–']"
355,franziska (Franziska),,,,,VH,negativ,153252,CATMA_4865D726-76C1-4AE5-BB00-2112E2309F58,10,Emotionen der Ablehnung,negativ,153208,Ärger,"Bald wäre der Spaß auch zu weit gegangen. –
","['Bald', 'wäre', 'der', 'Spaß', 'auch', 'zu', 'weit', 'gegangen', '.', '–']"
356,,,,,,VH,positiv,153662,CATMA_622E1B91-AFAC-4350-A874-925F95B3E999,49,Emotionen der Zuneigung,positiv,153420,Liebe,"Ja, mein Herr; es wäre weibliche Eitelkeit, mich kalt und höhnisch zu stellen. Weg
              damit! Sie verdienen  es, mich eben so wahrhaft zu finden, als Sie selbst
              sind. – Ich liebe Sie noch, Tellheim, ich liebe Sie noch;","['Ja', ',', 'mein', 'Herr', ';', 'es', 'wäre', 'weibliche', 'Eitelkeit', ',', 'mich', 'kalt', 'und', 'höhnisch', 'zu', 'stellen', '.', 'Weg', 'damit', '!', 'Sie', 'verdienen', 'es', ',', 'mich', 'eben', 'so', 'wahrhaft', 'zu', 'finden', ',', 'als', 'Sie', 'selbst', 'sind', '.', '–', 'Ich', 'liebe', 'Sie', 'noch', ',', 'Tellheim', ',', 'ich', 'liebe', 'Sie', 'noch', ';']"
