,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,File
239,,,,,,LS,positiv,86270,CATMA_50DCA803-2B35-43AC-93AD-2CF130E87E3E_1,59,Emotionen der Zuneigung,positiv,85949,Verehrung,"Wohl! so machen wirs so: Ich geb' Ihnen meine Siebenbürger, die ich hier habe; die
              Schimmeln sind schön, und laufen wie die Gespenster – zwey Posten in zwey Stunden ohne
              zu schwitzen! und geb' Ihnen noch auf – 150 Dukaten. Leise zum
                Hauptmann.
 Herr Hauptmann helfen Sie doch!
","['Wohl', '!', 'so', 'machen', 'wirs', 'so', ':', 'Ich', 'geb', ""'"", 'Ihnen', 'meine', 'Siebenbürger', ',', 'die', 'ich', 'hier', 'habe', ';', 'die', 'Schimmeln', 'sind', 'schön', ',', 'und', 'laufen', 'wie', 'die', 'Gespenster', '–', 'zwey', 'Posten', 'in', 'zwey', 'Stunden', 'ohne', 'zu', 'schwitzen', '!', 'und', 'geb', ""'"", 'Ihnen', 'noch', 'auf', '–', '150', 'Dukaten', '.', 'Leise', 'zum', 'Hauptmann', '.', 'Herr', 'Hauptmann', 'helfen', 'Sie', 'doch', '!']",Postzug_main_emotion_class_filtered.csv
240,,,,,,LS,positiv,86464,CATMA_280C0BC3-00A7-458D-8CD6-434664AEB15C,12,Emotionen der Freude,positiv,86404,Freude,"Mich bedenken? ich gestehe, das Anerbiethen ist ganz hübsch:","['Mich', 'bedenken', '?', 'ich', 'gestehe', ',', 'das', 'Anerbiethen', 'ist', 'ganz', 'hübsch', ':']",Postzug_main_emotion_class_filtered.csv
241,,,,,,LS,positiv,86594,CATMA_6B5D6D8C-8722-4975-B0A7-241E957EA53A,21,Emotionen der Zuneigung,positiv,86485,Freundschaft,"Allein – Ich weiß schon, was Sie denken. Sie sind mir abgeneigt, weil ich die Leonore
              heyrathe.","['Allein', '–', 'Ich', 'weiß', 'schon', ',', 'was', 'Sie', 'denken', '.', 'Sie', 'sind', 'mir', 'abgeneigt', ',', 'weil', 'ich', 'die', 'Leonore', 'heyrathe', '.']",Postzug_main_emotion_class_filtered.csv
242,,,,,,LS,positiv,87132,CATMA_72570A13-46F4-4A1D-9809-2B6B0ABA3776,11,Emotionen der Freude,positiv,87081,Freude,"weil ich die Lenorl heyrathe; denn er gefällt ihr.
","['weil', 'ich', 'die', 'Lenorl', 'heyrathe', ';', 'denn', 'er', 'gefällt', 'ihr', '.']",Postzug_main_emotion_class_filtered.csv
243,,,,Tier,,LS,positiv,87221,CATMA_1B8C14ED-BAB8-4978-AD52-AF48858F5994,16,Emotionen der Zuneigung,positiv,87140,Verehrung,"Ich weiß gewiß, sie fodert nicht, daß ich mich meines ganzen Vergnügens beraube.
","['Ich', 'weiß', 'gewiß', ',', 'sie', 'fodert', 'nicht', ',', 'daß', 'ich', 'mich', 'meines', 'ganzen', 'Vergnügens', 'beraube', '.']",Postzug_main_emotion_class_filtered.csv
244,,,,,,LS,negativ,87344,CATMA_680A0410-683D-474F-931F-4EC765C78272,20,Emotionen der Ablehnung,negativ,87232,Ärger,"Verzeihen Sie mir! Sie sind doch ein eigensinniger Mann. Leise.
 Herr
              Hauptmann, machen Sie doch!
","['Verzeihen', 'Sie', 'mir', '!', 'Sie', 'sind', 'doch', 'ein', 'eigensinniger', 'Mann', '.', 'Leise', '.', 'Herr', 'Hauptmann', ',', 'machen', 'Sie', 'doch', '!']",Postzug_main_emotion_class_filtered.csv
245,,,,,,LS,positiv,87742,CATMA_35068CD9-D514-4093-93F2-E67B6BC0747B,24,Emotionen der Zuneigung,positiv,87622,Verehrung,"Ja! ich erkenn' es. Wenn mir aber meine Schäcken lieber sind als alles dieß; warum
              soll ich sie weggeben?
","['Ja', '!', 'ich', 'erkenn', ""'"", 'es', '.', 'Wenn', 'mir', 'aber', 'meine', 'Schäcken', 'lieber', 'sind', 'als', 'alles', 'dieß', ';', 'warum', 'soll', 'ich', 'sie', 'weggeben', '?']",Postzug_main_emotion_class_filtered.csv
246,,,,,,LS,positiv,87898,CATMA_6899473F-843A-4D57-B972-49C0C828E849,20,Emotionen der Zuneigung,positiv,87786,Liebe,"Ich merke wohl, es ist Ihnen ohnehin bekannt, daß der
              Major in das Fräulein Leonore verliebt ist.
","['Ich', 'merke', 'wohl', ',', 'es', 'ist', 'Ihnen', 'ohnehin', 'bekannt', ',', 'daß', 'der', 'Major', 'in', 'das', 'Fräulein', 'Leonore', 'verliebt', 'ist', '.']",Postzug_main_emotion_class_filtered.csv
247,,,,,,LS,negativ,87939,CATMA_E671F393-8197-4414-AE1C-45091E70A16D_0,6,Emotionen der Angst,negativ,87906,Angst,"Was sprechen Sie Herr Hauptmann?
","['Was', 'sprechen', 'Sie', 'Herr', 'Hauptmann', '?']",Postzug_main_emotion_class_filtered.csv
248,,,,,,LS,negativ,88278,CATMA_E671F393-8197-4414-AE1C-45091E70A16D_1,15,Emotionen der Angst,negativ,88198,Angst,"Aber Herr Hauptmann! wollen Sie mich denn mit Gewalt um meine Schäcken bringen?
","['Aber', 'Herr', 'Hauptmann', '!', 'wollen', 'Sie', 'mich', 'denn', 'mit', 'Gewalt', 'um', 'meine', 'Schäcken', 'bringen', '?']",Postzug_main_emotion_class_filtered.csv
249,reitbahn,,,Ereignis,,LS,Emotionale Bewegtheit,88190,CATMA_FE4B347A-13FA-4286-81F3-29C76DD30508_0,8,Emotionale Bewegtheit,Emotionale Bewegtheit,88151,Emotionale Bewegtheit,"Ha der Teufel! ein verdammter Einfall!
","['Ha', 'der', 'Teufel', '!', 'ein', 'verdammter', 'Einfall', '!']",Postzug_main_emotion_class_filtered.csv
250,reitbahn,,,Ereignis,,LS,Emotionale Bewegtheit,88433,CATMA_FE4B347A-13FA-4286-81F3-29C76DD30508_1,29,Emotionale Bewegtheit,Emotionale Bewegtheit,88289,Emotionale Bewegtheit,"Das wär' ein verfluchter Streich. Denken Sie nur, was die Familie sagen würde! – Es
              ginge gar nicht an! nicht wahr Herr Notarius?
","['Das', 'wär', ""'"", 'ein', 'verfluchter', 'Streich', '.', 'Denken', 'Sie', 'nur', ',', 'was', 'die', 'Familie', 'sagen', 'würde', '!', '–', 'Es', 'ginge', 'gar', 'nicht', 'an', '!', 'nicht', 'wahr', 'Herr', 'Notarius', '?']",Postzug_main_emotion_class_filtered.csv
251,notarius,,,,,LS,Emotionale Bewegtheit,88494,CATMA_A6D13206-E83E-435B-92B0-8E73BE644342_0,9,Emotionale Bewegtheit,Emotionale Bewegtheit,88444,Emotionale Bewegtheit,"Behüte der Himmel! das wäre pactum ignominiosum
.
","['Behüte', 'der', 'Himmel', '!', 'das', 'wäre', 'pactum', 'ignominiosum', '.']",Postzug_main_emotion_class_filtered.csv
252,notarius,,,,,LS,Emotionale Bewegtheit,88673,CATMA_A6D13206-E83E-435B-92B0-8E73BE644342_1,15,Emotionale Bewegtheit,Emotionale Bewegtheit,88573,Emotionale Bewegtheit,"Man hat zwar schon dergleichen Casus
 erlebt: allein es ist nicht
                de consuetudine
.
","['Man', 'hat', 'zwar', 'schon', 'dergleichen', 'Casus', 'erlebt', ':', 'allein', 'es', 'ist', 'nicht', 'de', 'consuetudine', '.']",Postzug_main_emotion_class_filtered.csv
253,notarius,,,,,LS,Emotionale Bewegtheit,88889,CATMA_A6D13206-E83E-435B-92B0-8E73BE644342_2,9,Emotionale Bewegtheit,Emotionale Bewegtheit,88830,Emotionale Bewegtheit,"Man müßte doch wenigstens consensum sponsae et parentum
 –
","['Man', 'müßte', 'doch', 'wenigstens', 'consensum', 'sponsae', 'et', 'parentum', '–']",Postzug_main_emotion_class_filtered.csv
254,notarius,,,,,LS,Emotionale Bewegtheit,89098,CATMA_A6D13206-E83E-435B-92B0-8E73BE644342_3,16,Emotionale Bewegtheit,Emotionale Bewegtheit,89023,Emotionale Bewegtheit,"Sobald Ältern und Braut consentiren – alsdann wohl – ja! da kann es gehen.
","['Sobald', 'Ältern', 'und', 'Braut', 'consentiren', '–', 'alsdann', 'wohl', '–', 'ja', '!', 'da', 'kann', 'es', 'gehen', '.']",Postzug_main_emotion_class_filtered.csv
255,,,,,,LS,negativ,88562,CATMA_A6708FE6-D306-4DE9-AF37-9D3A21C97B4B_0,14,Emotionen der Ablehnung,negativ,88505,Ärger,"leise zum Notar.
Herr! ich haue ihm Nasen und Ohren weg.
","['leise', 'zum', 'Notar', '.', 'Herr', '!', 'ich', 'haue', 'ihm', 'Nasen', 'und', 'Ohren', 'weg', '.']",Postzug_main_emotion_class_filtered.csv
256,,,,,,LS,negativ,88819,CATMA_A6708FE6-D306-4DE9-AF37-9D3A21C97B4B_1,15,Emotionen der Ablehnung,negativ,88740,Ärger,"Zum Notar
                leise.
 Herr! der Teufel hole mich: Nasen und Ohren!
","['Zum', 'Notar', 'leise', '.', 'Herr', '!', 'der', 'Teufel', 'hole', 'mich', ':', 'Nasen', 'und', 'Ohren', '!']",Postzug_main_emotion_class_filtered.csv
257,,,,,,LS,negativ,88964,CATMA_A6708FE6-D306-4DE9-AF37-9D3A21C97B4B_2,13,Emotionen der Ablehnung,negativ,88901,Ärger,Das versteht sich: aber das wäre leicht zu bewirken. Leise zum ,"['Das', 'versteht', 'sich', ':', 'aber', 'das', 'wäre', 'leicht', 'zu', 'bewirken', '.', 'Leise', 'zum']",Postzug_main_emotion_class_filtered.csv
258,,,,,,LS,negativ,88969,CATMA_A6708FE6-D306-4DE9-AF37-9D3A21C97B4B_3,3,Emotionen der Ablehnung,negativ,88955,Ärger,eise zum Notar,"['eise', 'zum', 'Notar']",Postzug_main_emotion_class_filtered.csv
259,,,,,,LS,negativ,88971,CATMA_A6708FE6-D306-4DE9-AF37-9D3A21C97B4B_4,2,Emotionen der Ablehnung,negativ,88964,Ärger,"Notar.
","['Notar', '.']",Postzug_main_emotion_class_filtered.csv
260,,,,,,LS,negativ,89012,CATMA_A6708FE6-D306-4DE9-AF37-9D3A21C97B4B_5,8,Emotionen der Ablehnung,negativ,88969,Ärger,".

              Herr! 50 Dukaten für Ihn.
","['.', 'Herr', '!', '50', 'Dukaten', 'für', 'Ihn', '.']",Postzug_main_emotion_class_filtered.csv
261,,,,,,LS,negativ,89173,CATMA_CDD97CB9-0D01-40FE-9D0F-C15B05E04027,14,Emotionen der Ablehnung,negativ,89109,Abscheu,"Ha der Teufel! das Mädchen kratzte mir die Augen aus dem Kopfe.
","['Ha', 'der', 'Teufel', '!', 'das', 'Mädchen', 'kratzte', 'mir', 'die', 'Augen', 'aus', 'dem', 'Kopfe', '.']",Postzug_main_emotion_class_filtered.csv
262,,,,,,LS,positiv,90102,CATMA_A6513F63-9F8D-47F6-AC24-9E545FAE9F0D,50,Emotionen der Zuneigung,positiv,89856,Verehrung,"Auch? – Eh bien!
 – der Teufel hole mich, ich thu' es! Es wird wohl ein
              wenig Lärm entstehn, hingegen sind die Schäcken mein. Dop Herr Major! hier haben Sie
              meine Hand. Der Herr Hauptmann und der Notarius sind Zeugen.
","['Auch', '?', '–', 'Eh', 'bien', '!', '–', 'der', 'Teufel', 'hole', 'mich', ',', 'ich', 'thu', ""'"", 'es', '!', 'Es', 'wird', 'wohl', 'ein', 'wenig', 'Lärm', 'entstehn', ',', 'hingegen', 'sind', 'die', 'Schäcken', 'mein', '.', 'Dop', 'Herr', 'Major', '!', 'hier', 'haben', 'Sie', 'meine', 'Hand', '.', 'Der', 'Herr', 'Hauptmann', 'und', 'der', 'Notarius', 'sind', 'Zeugen', '.']",Postzug_main_emotion_class_filtered.csv
263,,,,,,LS,positiv,90232,CATMA_571E0447-9D75-4621-8ECA-D2F3549A37B8,22,Emotionen der Zuneigung,positiv,90110,Verehrung,"Hier haben Sie die meinige, liebster Graf! Sie sind der liebenswürdigste Cavalier in
              der Welt. Er küßt ihn.
","['Hier', 'haben', 'Sie', 'die', 'meinige', ',', 'liebster', 'Graf', '!', 'Sie', 'sind', 'der', 'liebenswürdigste', 'Cavalier', 'in', 'der', 'Welt', '.', 'Er', 'küßt', 'ihn', '.']",Postzug_main_emotion_class_filtered.csv
264,,,,,,LS,positiv,90467,CATMA_E353A228-1F0C-43A7-90FA-48438A6DC70C_0,17,Emotionen der Zuneigung,positiv,90386,Verehrung,"Die Schäcken sind also mein. Sagen Sie mir: bin ich nicht ein raisonnabler Kerl?
","['Die', 'Schäcken', 'sind', 'also', 'mein', '.', 'Sagen', 'Sie', 'mir', ':', 'bin', 'ich', 'nicht', 'ein', 'raisonnabler', 'Kerl', '?']",Postzug_main_emotion_class_filtered.csv
265,,,,,,LS,positiv,90845,CATMA_E353A228-1F0C-43A7-90FA-48438A6DC70C_1,44,Emotionen der Zuneigung,positiv,90587,Verehrung,"Ich Sie ebenfalls. Mädchen kann ich genug auftreiben – das Heyrathen schlägt mir
              keine ab; aber einen so gleichen und schönen Zug Schäcken bringt man nicht leicht
              zusammen. Doch, wie ists mit dem fünften; das haben wir vergessen?
","['Ich', 'Sie', 'ebenfalls', '.', 'Mädchen', 'kann', 'ich', 'genug', 'auftreiben', '–', 'das', 'Heyrathen', 'schlägt', 'mir', 'keine', 'ab', ';', 'aber', 'einen', 'so', 'gleichen', 'und', 'schönen', 'Zug', 'Schäcken', 'bringt', 'man', 'nicht', 'leicht', 'zusammen', '.', 'Doch', ',', 'wie', 'ists', 'mit', 'dem', 'fünften', ';', 'das', 'haben', 'wir', 'vergessen', '?']",Postzug_main_emotion_class_filtered.csv
266,,,,,,LS,positiv,90883,CATMA_F2F0FCED-5CA2-4A39-840F-ADBB1A3FBB44_1,8,Emotionen der Zuneigung,positiv,90853,Verehrung,"Den geb' ich Ihnen auch dazu.
","['Den', 'geb', ""'"", 'ich', 'Ihnen', 'auch', 'dazu', '.']",Postzug_main_emotion_class_filtered.csv
267,,,,,,LS,positiv,91076,CATMA_D0D8A5AD-8946-4EB5-9A6C-3A22DC795852,34,Emotionen der Freude,positiv,90894,Freude,"Bravo! Es freut mich, daß ich mit einem so rechtschaffenen Manne zu thun habe. Da
              kommen  sie schon. Ich bin recht begierig zu hören, was sie dazu
              sagen.
","['Bravo', '!', 'Es', 'freut', 'mich', ',', 'daß', 'ich', 'mit', 'einem', 'so', 'rechtschaffenen', 'Manne', 'zu', 'thun', 'habe', '.', 'Da', 'kommen', 'sie', 'schon', '.', 'Ich', 'bin', 'recht', 'begierig', 'zu', 'hören', ',', 'was', 'sie', 'dazu', 'sagen', '.']",Postzug_main_emotion_class_filtered.csv
268,baron,,,,,LS,negativ,91365,CATMA_63851F93-2394-4706-807C-90DA35658C6D_0,16,Emotionen der Ablehnung,negativ,91290,Abscheu,"Was der Geyer! ist es wahr Reitbahn, daß du meine Tochter verhandelt hast?
","['Was', 'der', 'Geyer', '!', 'ist', 'es', 'wahr', 'Reitbahn', ',', 'daß', 'du', 'meine', 'Tochter', 'verhandelt', 'hast', '?']",Postzug_main_emotion_class_filtered.csv
269,baron,,,,,LS,negativ,91870,CATMA_63851F93-2394-4706-807C-90DA35658C6D_1,7,Emotionen der Ablehnung,negativ,91827,Abscheu," der närrische Reitbahn hat uns beleidigt.
","['der', 'närrische', 'Reitbahn', 'hat', 'uns', 'beleidigt', '.']",Postzug_main_emotion_class_filtered.csv
270,reitbahn,,,,,LS,positiv,91422,CATMA_F5A138BB-3F96-4788-8649-9630A674DB83,10,Emotionen der Freude,positiv,91376,Freude,"Es ist alles richtig; die Schäcken sind mein.
","['Es', 'ist', 'alles', 'richtig', ';', 'die', 'Schäcken', 'sind', 'mein', '.']",Postzug_main_emotion_class_filtered.csv
271,,,,,,LS,negativ,91617,CATMA_5BAB6E20-03BF-4F09-A500-29B8AE00143B,19,Emotionen der Ablehnung,negativ,91502,Abscheu,"Und wie haben Sie sich unterstehen können, mir
              einen solchen Affront anzuthun? sagen Sie Herr Major!
","['Und', 'wie', 'haben', 'Sie', 'sich', 'unterstehen', 'können', ',', 'mir', 'einen', 'solchen', 'Affront', 'anzuthun', '?', 'sagen', 'Sie', 'Herr', 'Major', '!']",Postzug_main_emotion_class_filtered.csv
272,,major,,,,LS,positiv,91690,CATMA_8E0D755A-C879-4303-9C71-A7B8560451B6,11,Emotionen der Zuneigung,positiv,91625,Verehrung,Dem Grafen Reitbahn waren meine Schäcken lieber als seine Braut; ,"['Dem', 'Grafen', 'Reitbahn', 'waren', 'meine', 'Schäcken', 'lieber', 'als', 'seine', 'Braut', ';']",Postzug_main_emotion_class_filtered.csv
273,,,,,,LS,positiv,91790,CATMA_2280345E-E544-4B93-97E1-5BD97B24CA06,17,Emotionen der Zuneigung,positiv,91690,Liebe,"und ich hätte nicht
              nur meine Schäcken, ich hätte mein Blut für das Fräulein gegeben.
","['und', 'ich', 'hätte', 'nicht', 'nur', 'meine', 'Schäcken', ',', 'ich', 'hätte', 'mein', 'Blut', 'für', 'das', 'Fräulein', 'gegeben', '.']",Postzug_main_emotion_class_filtered.csv
274,,,,,,LS,negativ,92386,CATMA_9BD2AB9F-977F-4EAC-9DA1-39F896B8989F,52,Emotionen der Ablehnung,negativ,92070,Abscheu,"Ja, das ist noch das Beste. Erschrecklicher Affront! Graf Reitbahn! schmeicheln Sie
              sich nicht, daß ihr abscheulicher Handel Statt finden wird. Ich werde Sie verklagen,
              bey Hofe werd' ich Sie verklagen; und ich will nicht leben, oder eine hinlängliche
              Genugthuung erhalten.
","['Ja', ',', 'das', 'ist', 'noch', 'das', 'Beste', '.', 'Erschrecklicher', 'Affront', '!', 'Graf', 'Reitbahn', '!', 'schmeicheln', 'Sie', 'sich', 'nicht', ',', 'daß', 'ihr', 'abscheulicher', 'Handel', 'Statt', 'finden', 'wird', '.', 'Ich', 'werde', 'Sie', 'verklagen', ',', 'bey', 'Hofe', 'werd', ""'"", 'ich', 'Sie', 'verklagen', ';', 'und', 'ich', 'will', 'nicht', 'leben', ',', 'oder', 'eine', 'hinlängliche', 'Genugthuung', 'erhalten', '.']",Postzug_main_emotion_class_filtered.csv
275,,,,,,LS,positiv,92536,CATMA_C861A8E4-F2B2-4998-9AA0-460C218D650F,25,Emotionen der Zuneigung,positiv,92397,Verehrung,"Der Handel kann nicht mehr zurückgehen, das ist vergebens. Verklagen können Sie mich,
              wo Sie wollen. Die Schäcken sind mein.
","['Der', 'Handel', 'kann', 'nicht', 'mehr', 'zurückgehen', ',', 'das', 'ist', 'vergebens', '.', 'Verklagen', 'können', 'Sie', 'mich', ',', 'wo', 'Sie', 'wollen', '.', 'Die', 'Schäcken', 'sind', 'mein', '.']",Postzug_main_emotion_class_filtered.csv
276,die_baroninn,,,,,LS,negativ,92838,CATMA_AE681C59-F746-463C-91E3-FFAA030948FC,16,Emotionen der Ablehnung,negativ,92768,Abscheu,"So? – Sie hätten also das Herz, eine so schändliche That zu billigen?
","['So', '?', '–', 'Sie', 'hätten', 'also', 'das', 'Herz', ',', 'eine', 'so', 'schändliche', 'That', 'zu', 'billigen', '?']",Postzug_main_emotion_class_filtered.csv
277,,,,,,LS,positiv,93245,CATMA_66BFECBB-1B9D-47CF-9324-42867B5C3407,12,Emotionen der Zuneigung,positiv,93170,Liebe,"ob ich gleich das meinige um nichts
              in der Welt verhandelte.
","['ob', 'ich', 'gleich', 'das', 'meinige', 'um', 'nichts', 'in', 'der', 'Welt', 'verhandelte', '.']",Postzug_main_emotion_class_filtered.csv
278,,,,,,LS,Emotionale Bewegtheit,93349,CATMA_C9871FA4-C106-4BE2-AFD6-52357F129BAD,13,Emotionale Bewegtheit,Emotionale Bewegtheit,93293,Emotionale Bewegtheit,"Ach mein Schatz! ich bin vor Schaam und Zorn außer mir.
","['Ach', 'mein', 'Schatz', '!', 'ich', 'bin', 'vor', 'Schaam', 'und', 'Zorn', 'außer', 'mir', '.']",Postzug_main_emotion_class_filtered.csv
279,,,,,,LS,positiv,94111,CATMA_DCEA9C41-C624-40D2-996F-250C255C7B5A,96,Emotionen der Zuneigung,positiv,93582,Verehrung,"Ich weiß wohl, was du Eigenschaften nennest. Narrheit, mein Schatz! Geld und Geburt –
              das sind die Eigenschaften. Wenn auch: ich gebe dem Major, was ich dem Reitbahn
              gegeben hätte; so wird er gut leben. Und die Geburt – sein Vater war Oberster – von
              Fortune, aber ein braver Kerl, der dem Staate besser gedient hat, als alle Reitbahne.
              Nach meinem Urtheil ist der Major hundertmal mehr werth, als der stiftmäßige  Hasenfuß; und meine Tochter wird glücklicher mit ihm leben.","['Ich', 'weiß', 'wohl', ',', 'was', 'du', 'Eigenschaften', 'nennest', '.', 'Narrheit', ',', 'mein', 'Schatz', '!', 'Geld', 'und', 'Geburt', '–', 'das', 'sind', 'die', 'Eigenschaften', '.', 'Wenn', 'auch', ':', 'ich', 'gebe', 'dem', 'Major', ',', 'was', 'ich', 'dem', 'Reitbahn', 'gegeben', 'hätte', ';', 'so', 'wird', 'er', 'gut', 'leben', '.', 'Und', 'die', 'Geburt', '–', 'sein', 'Vater', 'war', 'Oberster', '–', 'von', 'Fortune', ',', 'aber', 'ein', 'braver', 'Kerl', ',', 'der', 'dem', 'Staate', 'besser', 'gedient', 'hat', ',', 'als', 'alle', 'Reitbahne', '.', 'Nach', 'meinem', 'Urtheil', 'ist', 'der', 'Major', 'hundertmal', 'mehr', 'werth', ',', 'als', 'der', 'stiftmäßige', 'Hasenfuß', ';', 'und', 'meine', 'Tochter', 'wird', 'glücklicher', 'mit', 'ihm', 'leben', '.']",Postzug_main_emotion_class_filtered.csv
280,,,,,,LS,positiv,94538,CATMA_B23D6492-E5A4-4F26-B865-C7E20AE62854,57,Emotionen der Zuneigung,positiv,94180,Liebe,"Gnädige Frau! sehen Sie mich zu ihren Füßen! Seyn Sie nicht unerbittlich! ich
              beschwöre Sie, widersetzen Sie sich nicht dem Glück eines Mannes, der ihre Tochter so
              zärtlich liebt. Was mir an Glücksgütern fehlt, das werd ich zeitlebens durch meine
              zärtliche Liebe, durch meine Rechtschaffenheit zu ersetzen trachten.
","['Gnädige', 'Frau', '!', 'sehen', 'Sie', 'mich', 'zu', 'ihren', 'Füßen', '!', 'Seyn', 'Sie', 'nicht', 'unerbittlich', '!', 'ich', 'beschwöre', 'Sie', ',', 'widersetzen', 'Sie', 'sich', 'nicht', 'dem', 'Glück', 'eines', 'Mannes', ',', 'der', 'ihre', 'Tochter', 'so', 'zärtlich', 'liebt', '.', 'Was', 'mir', 'an', 'Glücksgütern', 'fehlt', ',', 'das', 'werd', 'ich', 'zeitlebens', 'durch', 'meine', 'zärtliche', 'Liebe', ',', 'durch', 'meine', 'Rechtschaffenheit', 'zu', 'ersetzen', 'trachten', '.']",Postzug_main_emotion_class_filtered.csv
281,,,,,,LS,positiv,94855,CATMA_B7C794E6-E759-4C5A-BCA7-F93E0FE76116,46,Emotionen der Zuneigung,positiv,94607,Liebe,"Gnädigste Mama! erlauben Sie, daß ich meine Bitte mit der Bitte des Herrn Majors
              vereinige. Ich liebe ihn über alles in der Welt: ich werd' Ihnen das Glück meines
              ganzen Lebens, wie das Leben selbst, zu verdanken haben.
","['Gnädigste', 'Mama', '!', 'erlauben', 'Sie', ',', 'daß', 'ich', 'meine', 'Bitte', 'mit', 'der', 'Bitte', 'des', 'Herrn', 'Majors', 'vereinige', '.', 'Ich', 'liebe', 'ihn', 'über', 'alles', 'in', 'der', 'Welt', ':', 'ich', 'werd', ""'"", 'Ihnen', 'das', 'Glück', 'meines', 'ganzen', 'Lebens', ',', 'wie', 'das', 'Leben', 'selbst', ',', 'zu', 'verdanken', 'haben', '.']",Postzug_main_emotion_class_filtered.csv
282,,,,,,LS,negativ,95430,CATMA_F3F7A488-4AE0-404D-924B-AE9571CB091F,40,Emotionen der Ablehnung,negativ,95180,Abscheu,"Stehen Sie auf! – Ihnen zum Trotz, ungebärdiger Graf! ertheile ich meine
              Einwilligung. Die ganze Welt wird erkennen, daß Sie durch ihren niederträchtigen
              Tausch, nicht meine Familie, sondern sich selbst beschimpfet haben. ","['Stehen', 'Sie', 'auf', '!', '–', 'Ihnen', 'zum', 'Trotz', ',', 'ungebärdiger', 'Graf', '!', 'ertheile', 'ich', 'meine', 'Einwilligung', '.', 'Die', 'ganze', 'Welt', 'wird', 'erkennen', ',', 'daß', 'Sie', 'durch', 'ihren', 'niederträchtigen', 'Tausch', ',', 'nicht', 'meine', 'Familie', ',', 'sondern', 'sich', 'selbst', 'beschimpfet', 'haben', '.']",Postzug_main_emotion_class_filtered.csv
283,,,,,,LS,positiv,95647,CATMA_49C8770D-B32B-4D95-ABA8-AFA644024211,6,Emotionen der Zuneigung,positiv,95621,Verehrung,"Sie küssen ihr die Hände.
","['Sie', 'küssen', 'ihr', 'die', 'Hände', '.']",Postzug_main_emotion_class_filtered.csv
284,,,,,,LS,positiv,95789,CATMA_91D643F4-348F-4F60-A9B5-F133A71F39F0,20,Emotionen der Zuneigung,positiv,95656,Verehrung,"Und Sie, mein großmüthiger Schwiegervater – wodurch werde ich im Stande seyn, ihre
              redliche Freundschaft zu vergelten.
","['Und', 'Sie', ',', 'mein', 'großmüthiger', 'Schwiegervater', '–', 'wodurch', 'werde', 'ich', 'im', 'Stande', 'seyn', ',', 'ihre', 'redliche', 'Freundschaft', 'zu', 'vergelten', '.']",Postzug_main_emotion_class_filtered.csv
285,,lisette,,,,VH,negativ,1617,CATMA_3D26ADB0-80F2-4302-BF79-6194422EAA5B,9,Emotionen des Leids,negativ,1546,Leid,"Wenn wir doch
              diese Festivität schon überstanden hätten!
","['Wenn', 'wir', 'doch', 'diese', 'Festivität', 'schon', 'überstanden', 'hätten', '!']",Postzug_main_emotion_class_filtered.csv
286,,der_verwalter,,,,VH,negativ,1833,CATMA_F0C4E80B-F43F-4E55-A6AB-0F6904C0FC0D,31,Emotionen der Ablehnung,negativ,1633,Ärger,"Ja wohl – und Ich von meinem Interims-Haushofmeister-Amte wieder los wäre! Das ist
              nun diesen Morgen das zwölftemal, daß ich gerufen werde; achtmal bloß des Stalles
              wegen.
","['Ja', 'wohl', '–', 'und', 'Ich', 'von', 'meinem', 'Interims-Haushofmeister-Amte', 'wieder', 'los', 'wäre', '!', 'Das', 'ist', 'nun', 'diesen', 'Morgen', 'das', 'zwölftemal', ',', 'daß', 'ich', 'gerufen', 'werde', ';', 'achtmal', 'bloß', 'des', 'Stalles', 'wegen', '.']",Postzug_main_emotion_class_filtered.csv
287,,lisette,,,,VH,negativ,2489,CATMA_07E17689-9B00-4D73-8BD8-4DC4D19C7D21,31,Emotionen der Angst,negativ,2296,Angst,"Darum ist unsre
              Frau in Sorgen, es möchte wohl gar die ganze Heyrath in Trümmer gehen, wenn dem Grafen
              bey seiner Ankunft, von ungefähr unsre Stallordnung mißfiele.
","['Darum', 'ist', 'unsre', 'Frau', 'in', 'Sorgen', ',', 'es', 'möchte', 'wohl', 'gar', 'die', 'ganze', 'Heyrath', 'in', 'Trümmer', 'gehen', ',', 'wenn', 'dem', 'Grafen', 'bey', 'seiner', 'Ankunft', ',', 'von', 'ungefähr', 'unsre', 'Stallordnung', 'mißfiele', '.']",Postzug_main_emotion_class_filtered.csv
288,,lisette,,,,VH,negativ,2988,CATMA_57F083F9-DEA3-4E7F-A9F2-4699A6EB7821,6,Emotionen der Ablehnung,negativ,2963,Abscheu,"Das nenn' ich Eitelkeit!
","['Das', 'nenn', ""'"", 'ich', 'Eitelkeit', '!']",Postzug_main_emotion_class_filtered.csv
