,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
3946,CATMA_DA42F813-B8CE-441F-9B67-E57A44054EF3_0,CATMA_71AA2E45-3A26-4A07-B43A-B5A509F34500_0,Explizites_Target:_Charakter,target,Charakter,explicit,betty,single,negativ,negativ,Emotionen des Leids,Mitleid,armen Freund,2,168317,168329,LS,FEMALE
3947,CATMA_71AA2E45-3A26-4A07-B43A-B5A509F34500_0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,betty,single,negativ,negativ,Emotionen des Leids,Mitleid,"Ach, Sir, haben Sie Ihren armen Freund schon besuchet? Wissen Sie den neuen Schmerz
              schon, der dieser unglücklichen Familie drohet? Warum muß doch Lucie zu beständigen
              Tränen verbannet sein?
",35,168291,168510,LS,FEMALE
3948,CATMA_DA42F813-B8CE-441F-9B67-E57A44054EF3_1,CATMA_71AA2E45-3A26-4A07-B43A-B5A509F34500_1,Explizites_Target:_Charakter,target,Charakter,explicit,betty,single,negativ,negativ,Emotionen des Leids,Mitleid,sterbenden Freunde,2,168679,168697,LS,FEMALE
3949,CATMA_71AA2E45-3A26-4A07-B43A-B5A509F34500_1,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,betty,single,negativ,negativ,Emotionen des Leids,Mitleid,"Eilen Sie, wenn Sie Ihrem sterbenden Freunde noch die letzte Pflicht Ihrer Liebe
              erzeigen wollen. Vielleicht hat bereits der Tod der Welt eine Tugend geraubet, die sie
              nicht länger zu besitzen verdienete. Sie werden ihn in dem Kabinette in den Armen der
              Lucie finden. Den besten Herrn, der jemals gelebet hat, so bald zu verlieren!
",63,168653,169027,LS,FEMALE
3950,CATMA_BB519F27-02D2-4767-AAD9-B6A96B154C41_0,CATMA_C659F669-69A9-4312-80DC-40CB5D7ABA04,Explizite_Source:_Experiencer,source,Experiencer,explicit,robert,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,169057,169060,LS,MALE
3951,CATMA_698DEAD2-C604-43F6-968C-CACCF7A9FEE9,CATMA_C659F669-69A9-4312-80DC-40CB5D7ABA04,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Angst,solltest du seine Tugend so bald glücklich gemachet haben,9,169143,169200,LS,Nicht-Charakter
3952,CATMA_88C441A7-5B3A-46FF-8D78-498463434BB2_0,CATMA_7B8F510B-1F8A-429C-A269-F86C68072A70,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,group,positiv,positiv,Emotionen der Freude,Schadenfreude,arglistige Robert,2,169355,169372,LS,FEMALE
3953,CATMA_88C441A7-5B3A-46FF-8D78-498463434BB2_0,CATMA_7B8F510B-1F8A-429C-A269-F86C68072A70,Explizites_Target:_Charakter,target,Charakter,explicit,robert,group,positiv,positiv,Emotionen der Freude,Schadenfreude,arglistige Robert,2,169355,169372,LS,MALE
3954,CATMA_02BE18C0-5490-446E-AA16-9E363BE77553_0,CATMA_7B8F510B-1F8A-429C-A269-F86C68072A70,Explizite_Source:_Experiencer,source,Experiencer,explicit,betty,single,positiv,positiv,Emotionen der Freude,Schadenfreude,dich,1,169538,169542,LS,FEMALE
3955,CATMA_AA0B9791-104D-4E62-9F33-C66887872CC8_0,CATMA_F78B63F5-C62B-40C7-98E9-9493FC5D1202_0,Explizites_Target:_Charakter,target,Charakter,explicit,betty,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Tyranne,1,169660,169667,LS,FEMALE
3956,CATMA_8BD39139-7843-4E32-8C75-3133231621BC_0,CATMA_F78B63F5-C62B-40C7-98E9-9493FC5D1202_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mir,1,169673,169676,LS,FEMALE
3957,CATMA_AA0B9791-104D-4E62-9F33-C66887872CC8_5,CATMA_F78B63F5-C62B-40C7-98E9-9493FC5D1202_1,Explizites_Target:_Charakter,target,Charakter,explicit,betty,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,du,1,170546,170548,LS,FEMALE
3958,CATMA_8BD39139-7843-4E32-8C75-3133231621BC_7,CATMA_F78B63F5-C62B-40C7-98E9-9493FC5D1202_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich,1,170487,170491,LS,FEMALE
3959,CATMA_F164B9DA-605D-4234-B07A-4BD4A6F3FEB8_0,CATMA_514A6CC7-8DA8-4CE3-8EF9-35BB54BBE621_0,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Sie,1,170222,170225,LS,FEMALE
3960,CATMA_79DF1C64-09A4-4629-8B9C-AF6AC5EEAC7E_0,CATMA_514A6CC7-8DA8-4CE3-8EF9-35BB54BBE621_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,betty,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ich,1,170260,170263,LS,FEMALE
3961,CATMA_F164B9DA-605D-4234-B07A-4BD4A6F3FEB8_4,CATMA_514A6CC7-8DA8-4CE3-8EF9-35BB54BBE621_1,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Sie,1,170990,170993,LS,FEMALE
3962,CATMA_2CB560B1-2A67-4B34-824D-DF0AA7A74014_0,CATMA_CABA4B78-3BE9-4CCB-9054-E251B7CCF5A8,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Der,1,171541,171544,LS,MALE
3963,CATMA_EA980CC5-5A60-48C8-B600-B09E82D625E7,CATMA_CABA4B78-3BE9-4CCB-9054-E251B7CCF5A8,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich,1,171545,171549,LS,FEMALE
3964,CATMA_EC71E404-EF40-4478-B9BF-B2071689051B,CATMA_CABA4B78-3BE9-4CCB-9054-E251B7CCF5A8,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich,1,171545,171549,LS,FEMALE
3965,CATMA_8C8173E4-14E1-4931-A00C-42B1486FC611,CATMA_CABA4B78-3BE9-4CCB-9054-E251B7CCF5A8,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Tochter,1,171580,171587,LS,FEMALE
3966,CATMA_4F6F249F-6AF8-4A09-A9FD-1626B95777AA,CATMA_CABA4B78-3BE9-4CCB-9054-E251B7CCF5A8,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Tochter,1,171580,171587,LS,FEMALE
3967,CATMA_6374B45B-EF67-45D2-B1E2-49199EF56F3E_0,CATMA_F7F61974-5E98-482A-AD9B-346658B2AA02_0,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,negativ,negativ,Emotionen des Leids,Mitleid,er,1,171849,171851,LS,MALE
3968,CATMA_C15A26F0-6BF4-49F8-A1C7-FE02CB3D2DEE_0,CATMA_F7F61974-5E98-482A-AD9B-346658B2AA02_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Mitleid,mich,1,171852,171856,LS,FEMALE
3969,CATMA_6374B45B-EF67-45D2-B1E2-49199EF56F3E_4,CATMA_F7F61974-5E98-482A-AD9B-346658B2AA02_1,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,negativ,negativ,Emotionen des Leids,Mitleid,ihn,1,172343,172346,LS,MALE
3970,CATMA_C15A26F0-6BF4-49F8-A1C7-FE02CB3D2DEE_4,CATMA_F7F61974-5E98-482A-AD9B-346658B2AA02_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Mitleid,Tochter,1,172608,172615,LS,FEMALE
3971,CATMA_FD3E5BDA-5819-4EF9-AA26-BCFF89859D51,CATMA_F7F61974-5E98-482A-AD9B-346658B2AA02_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,negativ,negativ,Emotionen des Leids,Mitleid,er,1,172462,172464,LS,MALE
3972,CATMA_051A7090-44F5-4510-9CE9-5356B61954BF_0,CATMA_6ACF5F7E-6F8F-4B7F-AC59-30F8F354032E,Explizite_Source:_Experiencer,source,Experiencer,explicit,betty,single,negativ,negativ,Emotionen des Leids,Leid,Betty,1,172171,172176,LS,FEMALE
3973,CATMA_370AB2CD-DAE9-4682-959C-D5FD60548DED,CATMA_6ACF5F7E-6F8F-4B7F-AC59-30F8F354032E,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen des Leids,Leid,"hättest du mein Herz
              sehen können",6,172178,172225,LS,Nicht-Charakter
3974,CATMA_6ACF5F7E-6F8F-4B7F-AC59-30F8F354032E,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,"Betty, hättest du mein Herz
              sehen können, du hättest eine Zähre verloren, und wenn es die erste in deinem ganzen
              Leben gewesen wäre.",27,172171,172331,LS,FEMALE
3975,CATMA_6374B45B-EF67-45D2-B1E2-49199EF56F3E_6,CATMA_72439604-843E-4876-BE1E-C982D41DD81C,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,er,1,172462,172464,LS,MALE
3976,CATMA_FD3E5BDA-5819-4EF9-AA26-BCFF89859D51,CATMA_72439604-843E-4876-BE1E-C982D41DD81C,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,er,1,172462,172464,LS,MALE
3977,CATMA_72439604-843E-4876-BE1E-C982D41DD81C,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"wie er mit tränendem Auge und
              mit einer Inbrunst voll Liebe und Zärtlichkeit betet",14,172458,172554,LS,FEMALE
3978,CATMA_652F9C9E-9228-4C50-BC1D-DCABD887F179_0,CATMA_144088A1-5417-493B-9B2E-87483AB49332_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich,1,174209,174213,LS,FEMALE
3979,CATMA_652F9C9E-9228-4C50-BC1D-DCABD887F179_1,CATMA_144088A1-5417-493B-9B2E-87483AB49332_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,174360,174363,LS,FEMALE
3980,CATMA_0A9903CC-A16F-4E99-8577-1E91D3360B85_0,CATMA_144088A1-5417-493B-9B2E-87483AB49332_1,Explizites_Target:_Charakter,target,Charakter,explicit,betty,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,ihn,1,174370,174373,LS,FEMALE
3981,CATMA_0A9903CC-A16F-4E99-8577-1E91D3360B85_0,CATMA_144088A1-5417-493B-9B2E-87483AB49332_1,Explizites_Target:_Charakter,target,Charakter,explicit,karl,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,ihn,1,174370,174373,LS,MALE
3982,CATMA_A7DCB922-CFD1-44E7-A9C4-6BCD90ABA6BB_0,CATMA_6B3C4C4C-FC85-4A0E-8F02-2B84C7A9F900,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,Werk,1,174263,174267,LS,Nicht-Charakter
3983,CATMA_9B5E59F8-D149-4A5D-BF6B-999124618D42,CATMA_6B3C4C4C-FC85-4A0E-8F02-2B84C7A9F900,Explizite_Source:_Experiencer,source,Experiencer,explicit,betty,single,positiv,positiv,Emotionen der Freude,Freude,Du,1,174296,174298,LS,FEMALE
3984,CATMA_6B3C4C4C-FC85-4A0E-8F02-2B84C7A9F900,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,"Sie sind das Werk deiner Hände.
              Du hast recht, auf sie stolz zu sein.",17,174250,174333,LS,FEMALE
3985,CATMA_A2C276D0-972C-4D35-9D35-3F6A275063DF_0,CATMA_D8145AE1-9ECA-411A-86CF-E689B31D29FC,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Mitleid,Sie,1,174452,174455,LS,FEMALE
3986,CATMA_8CA7D5C3-B214-49ED-96DD-5B077CEEC3B4_0,CATMA_D8145AE1-9ECA-411A-86CF-E689B31D29FC,Explizites_Target:_Charakter,target,Charakter,explicit,karl,single,negativ,negativ,Emotionen des Leids,Mitleid,arme Karl,2,174479,174488,LS,MALE
3987,CATMA_D8145AE1-9ECA-411A-86CF-E689B31D29FC,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,negativ,negativ,Emotionen des Leids,Mitleid,"Sein Sie doch barmherziger. Der arme Karl! Er ist diese Grausamkeit nicht von Ihnen
              gewohnt.
",18,174447,174554,LS,FEMALE
3988,CATMA_D362F450-1E55-4EAE-B696-48E1F5B39EA0_0,CATMA_0E5F0B14-FC62-4226-A97D-41DE329015EE,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich,1,174580,174584,LS,FEMALE
3989,CATMA_676F1E09-7519-425A-A8D5-9E4C256377FF_0,CATMA_0E5F0B14-FC62-4226-A97D-41DE329015EE,Explizites_Target:_Charakter,target,Charakter,explicit,betty,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,unverschämter Teufel,2,174586,174606,LS,FEMALE
3990,CATMA_C373AECC-6063-4450-B25D-B815A5F13AE5_0,CATMA_17FCD20E-4700-497E-A906-92CEBDEA03C3,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Angst,Verzweiflung,mich,1,174666,174670,LS,FEMALE
3991,CATMA_85EB3157-78F2-4565-BEFC-52BF3B91DADC_0,CATMA_F28A3C9A-948B-4A3D-8A9F-48BB1DD49B41,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,174734,174737,LS,FEMALE
3992,CATMA_821D222E-2F1A-494B-A8C2-0B0DFFADCA3E_0,CATMA_F28A3C9A-948B-4A3D-8A9F-48BB1DD49B41,Explizite_Source:_Experiencer,source,Experiencer,explicit,betty,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,derjenigen,1,174794,174804,LS,FEMALE
3993,CATMA_03A57C56-E830-4026-99C8-F52D41F10EB2,CATMA_4E8B736A-6FA8-4DF7-AADA-26A24AB43509,Explizite_Source:_Experiencer,source,Experiencer,explicit,karl,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Karl,1,175394,175398,LS,MALE
3994,CATMA_3D50A6A7-0627-49C2-A544-DEA42DB907BB,CATMA_4E8B736A-6FA8-4DF7-AADA-26A24AB43509,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,175464,175467,LS,FEMALE
3995,CATMA_006FD721-5AA4-478A-BAF7-DF699F32F9E3_0,CATMA_7EDDD43A-5619-4B00-B0D1-3F8A807F014D,Explizite_Source:_Experiencer,source,Experiencer,explicit,karl,group,negativ,negativ,Emotionen des Leids,Leid,Er,1,175639,175641,LS,MALE
3996,CATMA_006FD721-5AA4-478A-BAF7-DF699F32F9E3_0,CATMA_7EDDD43A-5619-4B00-B0D1-3F8A807F014D,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,group,negativ,negativ,Emotionen des Leids,Leid,Er,1,175639,175641,LS,FEMALE
3997,CATMA_D3EC42AC-55A2-49D6-BB34-73B3EE2C7404,CATMA_7EDDD43A-5619-4B00-B0D1-3F8A807F014D,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,175668,175671,LS,FEMALE
3998,CATMA_9E5F8C8B-5B5D-4CC8-98BA-361182BA880C,CATMA_C8083A41-C0EB-47B3-9AFD-5B6B30438585,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Sie,1,175935,175938,LS,FEMALE
3999,CATMA_98D5E8C3-67ED-4D14-934D-6810BB4EDA5D,CATMA_C8083A41-C0EB-47B3-9AFD-5B6B30438585,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,betty,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Ich,1,175960,175963,LS,FEMALE
4000,CATMA_3CD2C983-F0E2-4E19-8067-1F2518BAD5A4_0,CATMA_820A8E1E-C34F-440F-9DA6-58EC020937F9,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Angst,Verzweiflung,ich,1,176377,176380,LS,FEMALE
4001,CATMA_616FCDC6-09F1-4B76-8AA8-8E8D5C2C1C1D_0,CATMA_820A8E1E-C34F-440F-9DA6-58EC020937F9,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Wer kömmt,2,176534,176543,LS,Nicht-Charakter
4002,CATMA_98AB0E98-192D-43DC-BE12-63FB6C10002A_0,CATMA_ACF73518-CB2B-4444-AD05-B1BCFC99B526,Explizite_Source:_Experiencer,source,Experiencer,explicit,karl,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ich,1,176890,176893,LS,MALE
4003,CATMA_1E413779-D69D-46F0-AD6B-5F4A41830F5D,CATMA_ACF73518-CB2B-4444-AD05-B1BCFC99B526,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Zweifel,1,177093,177100,LS,Nicht-Charakter
4004,CATMA_473168CE-F934-4F7A-A21B-7AD8ED3D3C69,CATMA_A9E09112-031E-4FE2-94FE-C05A652FA3E7,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Angst,Angst,Sie,1,177282,177285,LS,FEMALE
4005,CATMA_C148FE54-92A4-4F48-876F-3FE40A1F4122_0,CATMA_A9E09112-031E-4FE2-94FE-C05A652FA3E7,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,karl,single,negativ,negativ,Emotionen der Angst,Angst,zärtlichen Liebhabers,2,177315,177336,LS,MALE
4006,CATMA_6FE5A878-B8BD-4A4C-BB77-84C4919AB864_0,CATMA_A9E09112-031E-4FE2-94FE-C05A652FA3E7,Explizites_Target:_Charakter,target,Charakter,explicit,karl,single,negativ,negativ,Emotionen der Angst,Angst,zärtlichen Liebhabers,2,177315,177336,LS,MALE
4007,CATMA_0E8F7A95-7E2B-4EAA-BCF6-EEBDA121AC43_0,CATMA_406D76C9-9148-4D6D-9861-2673C28907A9,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Betruge,1,177650,177657,LS,Nicht-Charakter
4008,CATMA_D18E97E1-E41A-4E80-AEAA-E4B05F85B1B4,CATMA_406D76C9-9148-4D6D-9861-2673C28907A9,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Lucien,1,177717,177723,LS,FEMALE
4009,CATMA_E1094A67-53C5-4C6A-B8ED-D0C724DE24F7,CATMA_A845E361-316B-4DD3-981E-85760B272E6B,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Sie,1,178300,178303,LS,FEMALE
4010,CATMA_A845E361-316B-4DD3-981E-85760B272E6B,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,betty,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Wie können Sie den zärtlichsten Liebhaber mit Ihrem Geschwätze quälen?,11,178289,178359,LS,FEMALE
4011,CATMA_C3D873D5-00A8-4C42-BC36-4455764802D5,CATMA_1282CA77-B8DF-4441-B467-96C4FB42A6A4,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,sie,1,178456,178459,LS,FEMALE
4012,CATMA_20C825C7-B825-4BEA-B522-55BA54C8E65A,CATMA_1282CA77-B8DF-4441-B467-96C4FB42A6A4,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sir Willhelm,2,178509,178521,LS,MALE
4013,CATMA_1282CA77-B8DF-4441-B467-96C4FB42A6A4,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Sie wissen, sie hat
              jederzeit viel Neigung für den Sir Willhelm gehabt.
",14,178444,178530,LS,FEMALE
4014,CATMA_70488662-FE73-4E5A-B542-F7B0A149B814,CATMA_14921A80-CE27-4C5D-8CB5-4893EDC91DC9,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Freude,Freude,"daß der Feind
              unserer Glückseligkeit tot ist",7,178896,178954,LS,Nicht-Charakter
4015,CATMA_A2D2262C-402E-4641-9DBA-90A8251B2063,CATMA_89914019-C5F6-483A-AD0C-153E83647AAB,Explizite_Source:_Experiencer,source,Experiencer,explicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich,1,179115,179119,LS,MALE
4016,CATMA_72E4A8D1-0E6F-41A1-8F24-9BAA1EE71035,CATMA_89914019-C5F6-483A-AD0C-153E83647AAB,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Ihnen,1,179182,179187,LS,FEMALE
4017,CATMA_B3A1CB82-ADAA-423D-B299-17F9255FE6EC,CATMA_9958CC94-3258-4E8E-B08F-CB6ED18A633E,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Freude,Freude,"Er erlaubet ihm nicht
              länger, sich unserer Liebe zu widersetzen",11,179476,179553,LS,Nicht-Charakter
4018,CATMA_9958CC94-3258-4E8E-B08F-CB6ED18A633E,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,karl,single,positiv,positiv,Emotionen der Freude,Freude,"Wen beklagen Sie? War es nicht der Feind Ihrer und meiner
              Glückseligkeit? Gütiges Herz! Sehen Sie, der Himmel ist gerecht. Er erlaubet ihm nicht
              länger, sich unserer Liebe zu widersetzen.
",37,179339,179555,LS,MALE
4019,CATMA_9C461D4D-8AAE-49D4-B892-5ADC69BAE886_0,CATMA_4C777B6A-2726-449A-B725-715CDB38A921,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,negativ,negativ,Emotionen des Leids,Mitleid,Urheber,1,179671,179678,LS,MALE
4020,CATMA_48FAD6AB-4CA3-4BE6-9B4D-A1475E0FE967,CATMA_4C777B6A-2726-449A-B725-715CDB38A921,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Mitleid,Lucie,1,179993,179998,LS,FEMALE
4021,CATMA_2C1AFD52-77BB-4622-A4E4-A0023917B17D,CATMA_5CC95338-0F3F-4E6D-8882-3F25334AE292,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Fräulein,1,180211,180219,LS,FEMALE
4022,CATMA_5CC95338-0F3F-4E6D-8882-3F25334AE292,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Fräulein, Ihr Herz und Ihr Kopf scheinen in gleicher Unordnung zu sein.",14,180211,180282,LS,FEMALE
4023,CATMA_5A559A50-4891-4322-A689-4D2D256BAFC0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Liebenswürdige Zärtlichkeit,2,180962,180989,LS,MALE
4024,CATMA_5A559A50-4891-4322-A689-4D2D256BAFC0,,Gemeintes_Target:_Charakter,target,Charakter,implicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Liebenswürdige Zärtlichkeit,2,180962,180989,LS,FEMALE
4025,CATMA_EBD7F894-1CC1-4CF5-BCC4-AFC58927BD6C,CATMA_ABB7BF19-A410-468D-BD97-2613C0A79D3D,Explizite_Source:_Experiencer,source,Experiencer,explicit,karl,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,181003,181006,LS,MALE
4026,CATMA_7064C366-3A38-4054-A47B-200FA7874117,CATMA_ABB7BF19-A410-468D-BD97-2613C0A79D3D,Explizites_Target:_Charakter,target,Charakter,explicit,robert,single,negativ,negativ,Emotionen der Angst,Angst,Robert,1,181020,181026,LS,MALE
4027,CATMA_FEAA29E7-6F93-4BC6-A13E-2AC515B6ACC8_0,CATMA_9994ED84-2E68-40F6-97C1-54D0BBC86BF9,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,181094,181097,LS,FEMALE
4028,CATMA_0B81D8B9-CA33-4388-B449-7C7C7DAB4124_0,CATMA_9994ED84-2E68-40F6-97C1-54D0BBC86BF9,Explizites_Target:_Charakter,target,Charakter,explicit,karl,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Sie,1,181260,181263,LS,MALE
4029,CATMA_B5A149F8-E83D-4749-B44D-8F7698F48722_0,CATMA_F5023C13-410A-4F41-8D1E-FDF62A9AB96F,Explizite_Source:_Experiencer,source,Experiencer,explicit,betty,single,negativ,negativ,Emotionen der Angst,Angst,Betty,1,181435,181440,LS,FEMALE
4030,CATMA_DF046300-9B35-49B4-98F7-22C78192B503,CATMA_47BE699D-A7ED-4480-B558-308F97896332,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich,1,181815,181819,LS,FEMALE
4031,CATMA_EBB2C42E-4657-4917-BF6C-ED63F10A2540,CATMA_C9C2553E-7CB5-42A0-9A08-E8A87E730D84,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Angst,Verzweiflung,mich,1,181815,181819,LS,FEMALE
4032,CATMA_DCB351AB-4621-4A2D-A98F-A09BCC9DBC7C_0,CATMA_A6AAA45B-6811-4E09-BBF6-6941F20DEB81,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Gemahlin,1,182007,182015,LS,Nicht-Charakter
4033,CATMA_20EF1C78-86F8-43CA-B6A1-236898D578C4_0,CATMA_A6AAA45B-6811-4E09-BBF6-6941F20DEB81,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu, mich,1,182112,182117,LS,FEMALE
